device_id,device_type,os,browser,device_fingerprint,first_seen,last_seen,city,country
DEV0000315,Mobile,Android,Opera,eaa9abe1bf3adaf035ae8afb8eac7ddb,2025-05-31T08:11:30.784456,2025-09-19T05:15:48.661093,Dire Dawa,Ethiopia
DEV0000316,Mobile,Android,,f7ca3af79823400d2284ecdcd10cff41,2023-03-21T01:22:43.126550,2024-01-22T22:30:20.240544,Bishoftu,Ethiopia
DEV0000317,Mobile,Android,Opera,fcbe20db841cdce6d6458a3789ee1704,2023-11-03T04:18:58.194843,2025-07-07T13:57:10.446311,Adama,Ethiopia
DEV0000318,Mobile,iOS,Opera,b66c995f312c5550b645be1b7bbff8d9,2024-01-22T06:17:26.161515,2024-08-02T09:22:33.732084,Dire Dawa,Ethiopia
DEV0000319,Mobile,iOS,Samsung Internet,0b137184277d8695dbceeef008894869,2023-06-04T15:42:43.967205,2024-07-16T20:05:50.362163,Dire Dawa,Ethiopia
DEV0000320,Laptop,Windows,,512bd1678aa2602f1492bde5622103a3,2024-10-24T03:15:42.177576,2024-11-15T11:54:15.296676,Addis Ababa,Ethiopia
DEV0000321,Laptop,macOS,Firefox,6d5a892e5e0dab573cfd803ec3c4dfc3,2025-07-17T06:18:00.057219,2025-07-17T14:04:32.946790,Hawassa,Ethiopia
DEV0000322,Desktop,Windows,Chrome,bb9cfe004402245614106dcf76fae79a,2025-07-15T16:32:42.207495,2025-08-08T16:06:37.788788,Arba Minch,Ethiopia
DEV0000323,Tablet,Android,Samsung Internet,e636b927067b2b03e2f8164da9e5ccb8,2024-09-27T11:34:37.659758,2025-03-19T01:03:42.801284,Harar,Ethiopia
DEV0000324,Mobile,Android,Firefox,52099149b7f64821fe0eb60552fb3f8e,2023-03-10T01:30:43.453027,2024-01-19T10:50:45.145362,Jimma,Ethiopia
DEV0000325,Mobile,iOS,Firefox,ce3082cf8e862ed77e9da6cabac1affe,2025-01-20T22:24:22.826348,2025-08-23T10:55:29.434458,Addis Ababa,Ethiopia
DEV0000326,Laptop,macOS,Chrome,eed6acdb8eec0caf99bc0a63d47b10fc,2024-07-23T10:57:19.193883,2025-02-27T08:21:24.316091,Addis Ababa,Ethiopia
DEV0000327,Mobile,iOS,Opera,ff0f6c488723e7e8344fc02857b00823,2024-09-22T11:41:05.417443,2025-02-14T19:47:48.714825,Bishoftu,Ethiopia
DEV0000328,Mobile,iOS,Firefox,df7880e6534b80668e77d5e1c12dd141,2022-11-18T07:17:16.709409,2024-10-05T04:32:48.320793,Gondar,Ethiopia
DEV0000329,Tablet,Android,Firefox,3054ceca9d3fdc60f73c5f1625bf604c,2022-07-16T18:35:07.884382,2022-10-05T19:56:59.648674,Hawassa,Ethiopia
DEV0000330,Laptop,Windows,Chrome,c141bf2695c35f40648fde6d8d4ffdb8,2023-05-20T06:11:08.631990,2024-12-13T18:50:16.101525,Jimma,Ethiopia
DEV0000331,Mobile,Android,Safari,89ea6b9038dfdfc0f601bf833fb56d6d,2022-04-21T21:30:42.269269,2025-08-15T19:34:22.321919,Addis Ababa,Ethiopia
DEV0000332,Laptop,Windows,Opera,6ab7211970272288e177161c148e52fc,2024-07-18T10:05:45.233376,2024-08-29T01:24:28.101064,Addis Ababa,Ethiopia
DEV0000333,Laptop,Ubuntu,Firefox,3fd9392999736c5f8c466188c99ed969,2023-11-20T15:18:11.504165,2025-09-25T19:06:20.885201,Addis Ababa,Ethiopia
DEV0000334,Desktop,Ubuntu,Firefox,a83a48c496b8a993e87634ecbdb10bce,2024-03-06T10:59:04.130689,2025-04-30T20:49:29.286587,Addis Ababa,Ethiopia
DEV0000335,Mobile,Android,Safari,11ace6983f8831c1e95c19a0ab757fd4,2025-01-25T05:50:03.187281,2025-05-03T22:44:01.610419,Hawassa,Ethiopia
DEV0000336,Mobile,iOS,Samsung Internet,5c8ccb93126fd39a7c5c85e212c0e8f1,2022-08-16T13:30:09.215374,2023-04-11T18:10:38.923701,Addis Ababa,Ethiopia
DEV0000337,Mobile,iOS,Firefox,811d75a8f6bb55d6d17fd0c16f9e930b,2022-05-04T03:11:29.800775,2023-03-27T19:39:45.793891,Addis Ababa,Ethiopia
DEV0000338,Tablet,iPadOS,Safari,cc208dcdb593e0b954dd9aec0786229e,2022-04-07T02:05:41.030505,2023-11-25T22:13:52.207261,Addis Ababa,Ethiopia
DEV0000339,Mobile,Android,Chrome,49975b072ddf2b9448c7f8f3fb37e6dc,2023-11-06T14:52:45.750941,2024-07-01T10:34:12.530978,Gondar,Ethiopia
DEV0000340,Mobile,Android,Firefox,41ed6bdb53268c468af2e6860b23ec80,2022-06-15T21:12:23.168456,2025-03-13T11:44:34.498791,Addis Ababa,Ethiopia
DEV0000341,Tablet,iPadOS,Edge,468ede3983a01e02f4c5e4cf6970836a,2024-08-03T12:45:08.244771,2025-06-10T13:29:23.231718,Arba Minch,Ethiopia
DEV0000342,Desktop,Windows,Safari,ad38671eeed3c64366dd89428355fcf0,2025-11-17T05:42:08.238191,2025-11-25T16:54:23.872502,Hawassa,Ethiopia
DEV0000343,Mobile,iOS,Firefox,4f3319d565835901b0dc8172f1ddd9af,2023-03-23T10:09:37.430135,2023-08-12T13:58:49.297892,Gondar,Ethiopia
DEV0000344,Mobile,Android,Firefox,5aefa7bcedb45f3679aaddfc7e7f5841,2023-01-18T09:34:02.404655,2025-09-11T10:51:18.287337,Addis Ababa,Ethiopia
DEV0000345,Laptop,Windows,Safari,42cd26b641ec91cd297195732282b6de,2025-08-06T12:09:27.218351,2025-09-04T15:30:25.125029,Addis Ababa,Ethiopia
DEV0000346,Mobile,iOS,Chrome,ddc73cdc860d76d99a52ecbcdc8ec260,2022-03-05T23:26:38.797325,2024-04-28T22:04:25.771380,Addis Ababa,Ethiopia
DEV0000347,Laptop,Windows,Firefox,8007b8e35e4b6deeeb6acf2d47ac0e76,2025-01-16T19:17:30.843063,2025-10-28T09:41:33.424912,Bishoftu,Ethiopia
DEV0000348,Desktop,Windows,Chrome,a186e3a3841e6fd904b7d5b1b4b90210,2022-08-17T15:39:32.021794,2023-12-24T02:41:35.628500,Dire Dawa,Ethiopia
DEV0000349,Mobile,iOS,Opera,4653872b17bd51ab3038db5a382ffdd8,2025-02-03T14:38:14.429543,2025-12-14T17:46:18.040771,Jimma,Ethiopia
DEV0000350,Laptop,Ubuntu,Chrome,1d39602aa2147cb3b4482c014821712f,2024-07-11T04:27:30.887566,2024-10-24T21:02:46.906485,Hawassa,Ethiopia
DEV0000351,Mobile,Android,Opera,27dd7fe2a92e289e8fbd5cb3ffeb2e07,2024-06-17T11:41:59.165510,2025-08-04T00:55:48.187968,Addis Ababa,Ethiopia
DEV0000352,Desktop,Windows,Chrome,751a3615320d920d85ba0bc5cf10a44d,2022-03-15T19:09:45.395745,2023-07-01T09:17:01.567126,Dire Dawa,Ethiopia
DEV0000353,Mobile,iOS,Opera,9a8aaf51b03caf45d3f8da5ad55dd634,2024-03-11T03:05:52.942796,2025-08-23T12:51:35.903923,Addis Ababa,Ethiopia
DEV0000354,Desktop,macOS,Chrome,f5b5945367371be4cc1c638f9aed7389,2023-12-06T15:59:31.909129,2024-10-20T20:01:52.021825,Addis Ababa,Ethiopia
DEV0000355,Laptop,Ubuntu,Opera,c41841f92f62489292e2e2ef15addb86,2024-03-22T03:11:44.183575,2024-08-14T00:18:00.296878,Mekelle,Ethiopia
DEV0000356,Mobile,iOS,Opera,fd2c3dc601bf7066a6fc92e8cba03c46,2025-06-17T15:14:34.259658,2025-08-18T07:29:32.333666,Addis Ababa,Ethiopia
DEV0000357,Mobile,iOS,Firefox,90d00436b21fde61a08609ce6d0e09f2,2023-06-06T17:11:39.643918,2024-12-04T02:33:38.534819,Dire Dawa,Ethiopia
DEV0000358,Desktop,macOS,Opera,9d98e255b0ced5649eea6452788b0b15,2023-02-21T01:45:30.781053,2024-02-11T08:12:01.536005,Dessie,Ethiopia
DEV0000359,Mobile,Android,Samsung Internet,7d0533f1b74c5b9b4fe1643ff1aa45ba,2025-08-04T03:31:16.183829,2025-10-03T19:41:56.909659,Mekelle,Ethiopia
DEV0000360,Mobile,iOS,Chrome,aa08ea639fbcf1970d17ca3941e3954b,2022-05-23T14:13:18.149053,2025-05-14T21:42:06.947835,Jijiga,Ethiopia
DEV0000361,Tablet,Android,Chrome,a4613dddef0963148e20e744f34c7596,2022-04-15T05:39:41.547545,2025-09-29T11:19:44.200709,Hawassa,Ethiopia
DEV0000362,Mobile,iOS,Safari,5061f7a53a533ef3082c86448ebcdc61,2023-07-01T22:09:17.349890,2024-08-18T04:34:21.313757,Addis Ababa,Ethiopia
DEV0000363,Laptop,Ubuntu,Safari,76ef836442f8943232df470582b2f1a2,2023-12-04T12:16:05.349664,2025-01-15T22:35:53.695498,Jimma,Ethiopia
DEV0000364,Laptop,Windows,Safari,f884a73f2e28028c60def7a69d53c907,2025-08-04T14:57:33.900633,2025-11-29T04:03:54.034087,Addis Ababa,Ethiopia
DEV0000365,Mobile,Android,Chrome,cd351d95acdf61317c3e9b5fed00afce,2022-10-26T15:57:35.043459,2024-08-01T17:28:23.744545,Mekelle,Ethiopia
DEV0000366,Tablet,Android,Chrome,7516a246585d31f5674df545578086f6,2022-10-03T04:19:54.871641,2024-06-05T13:32:26.912803,Addis Ababa,Ethiopia
DEV0000367,Desktop,Windows,Opera,89b63c0935859e268ba0554d1e01280c,2025-09-24T16:35:49.712169,2025-10-10T22:03:23.042800,Bahir Dar,Ethiopia
DEV0000368,Mobile,Android,Chrome,26372f01c07be268c62f9894b40eacf2,2023-07-05T19:12:39.355020,2023-10-17T15:32:51.229560,Addis Ababa,Ethiopia
DEV0000369,Mobile,iOS,Samsung Internet,c9a92c497024b09f7f0b21128d164d9d,2023-12-07T00:39:46.739795,2025-04-17T10:56:02.363955,Bahir Dar,Ethiopia
DEV0000370,Tablet,iPadOS,Opera,21f6633dc092d661d6eb518a63b5882b,2024-03-02T14:02:13.125923,2025-04-17T08:12:23.396099,Addis Ababa,Ethiopia
DEV0000371,Laptop,macOS,Safari,4b5f9a8fa78fa8b147e809614c61bc21,2023-03-21T12:51:58.092936,2024-04-30T14:06:35.822726,Sodo,Ethiopia
DEV0000372,Laptop,Ubuntu,Opera,da0518b86de3f76030b00954855d6ba6,2023-07-17T22:44:44.197228,2024-03-08T11:35:14.247056,Hawassa,Ethiopia
DEV0000373,Laptop,Ubuntu,Firefox,5d90c0cae6878cdd9a30fee8b6285c51,2022-12-28T06:53:38.779001,2024-05-24T13:00:53.157484,Addis Ababa,Ethiopia
DEV0000374,Mobile,Android,Firefox,724fd7b402478cd2a3674e615ff1d952,2024-09-20T22:28:50.509295,2024-10-15T06:46:03.317146,Hosaena,Ethiopia
DEV0000375,Tablet,Android,Chrome,29ab498df6a380bdb8f274f5801771d0,2025-06-03T16:39:22.578742,2025-06-08T19:03:28.247229,Addis Ababa,Ethiopia
DEV0000376,Mobile,iOS,Samsung Internet,0a8368c90114931396ec0527c0c11cee,2023-08-29T07:09:51.694898,2023-10-22T16:40:23.594388,Adama,Ethiopia
DEV0000377,Mobile,iOS,Firefox,834359fb99d425b6d55abad6d151c927,2023-10-23T10:33:01.382628,2025-10-07T04:29:13.042590,Addis Ababa,Ethiopia
DEV0000378,Mobile,Android,Safari,a6f3f5bf025a3cf86fc1ecf25410b8ae,2023-11-06T18:42:13.548887,2025-11-21T13:14:27.736570,Hawassa,Ethiopia
DEV0000379,Desktop,Ubuntu,Edge,570cdca219daf40ee7a8bf32196b5f9b,2025-01-05T09:47:20.771059,2025-10-27T03:44:46.087169,Addis Ababa,Ethiopia
DEV0000380,Mobile,iOS,Firefox,a417462ebd401c811de1bb03e11c3bea,2024-11-02T16:49:41.979840,2025-06-12T06:51:44.595811,Mekelle,Ethiopia
DEV0000381,Mobile,iOS,Firefox,877a8bfb6ae1dfdd73924380624b566a,2023-03-17T19:59:37.173717,2025-08-21T16:49:37.095023,Dire Dawa,Ethiopia
DEV0000382,Mobile,Android,Samsung Internet,b344a6bc0de53504a4df6323bb895ab7,2022-09-30T06:40:10.815036,2023-07-22T21:41:10.614476,Addis Ababa,Ethiopia
DEV0000383,Laptop,Windows,Samsung Internet,d3fe19976c2a75eb8a2e70d5bf25f638,2025-10-19T16:03:05.633193,2025-10-30T20:54:22.301619,Hawassa,Ethiopia
DEV0000384,Mobile,Android,Firefox,cf23558a83722f8a6fdf08794ecc60b2,2024-07-28T07:27:21.150585,2024-11-16T05:08:38.777704,Bahir Dar,Ethiopia
DEV0000385,Desktop,Windows,Edge,b1b115c95e387f302be8ff7a467196c9,2024-09-25T00:59:10.764945,2025-08-16T19:56:21.118289,Jijiga,Ethiopia
DEV0000386,Mobile,Android,Safari,747147ec326c67e9f78639bcc2e57106,2023-06-09T19:39:17.957805,2023-10-11T19:55:57.876948,Addis Ababa,Ethiopia
DEV0000387,Tablet,iPadOS,Chrome,8a9ed308e90d8a4616c094b9a6f412ed,2023-02-26T08:21:38.055940,2025-03-16T09:41:16.713345,Gondar,Ethiopia
DEV0000388,Laptop,macOS,Safari,214c1ea8cb6f2cac1d425d2b399a6416,2025-06-03T23:15:38.657105,2025-10-30T09:58:31.267995,Addis Ababa,Ethiopia
DEV0000389,Laptop,Ubuntu,Chrome,7c247e3933ee805b22ee080492a67bca,2022-11-21T08:30:48.753594,2024-08-18T22:39:03.910266,Addis Ababa,Ethiopia
DEV0000390,Mobile,iOS,Chrome,76334ea7dbbe4a662dfd7b6575da4d09,2022-01-08T02:42:25.503937,2024-05-02T15:02:47.759066,Addis Ababa,Ethiopia
DEV0000391,Mobile,iOS,Opera,9d7ccfb0ac8c14f52bfd1fc6adf5c95b,2022-10-20T02:28:06.684530,2022-12-16T23:32:04.075413,Adama,Ethiopia
DEV0000392,Laptop,macOS,Safari,d526aaa1566bd93dd0cc5b5423b15920,2023-02-16T00:40:10.545421,2023-05-27T06:50:45.401665,Harar,Ethiopia
DEV0000393,Mobile,iOS,Firefox,72450b89cd210e2ef9138adb066030d6,2022-03-16T19:24:13.051865,2022-05-27T02:21:08.835396,Dessie,Ethiopia
DEV0000394,Desktop,Ubuntu,Safari,47e5f25306786a97c5e23f27438d8c5f,2023-03-17T15:03:24.193980,2024-06-12T05:57:20.008761,Addis Ababa,Ethiopia
DEV0000395,Laptop,macOS,Chrome,15cf233d7721c90952f4ec953131bdde,2023-12-10T16:16:40.522581,2025-10-23T07:55:04.259810,Mekelle,Ethiopia
DEV0000396,Laptop,Windows,Firefox,065d88a4069c4b62e37d3db9e6798a4f,2024-01-18T22:05:30.414316,2024-12-21T06:56:42.299938,Bahir Dar,Ethiopia
DEV0000397,Desktop,Ubuntu,Samsung Internet,4bc1bfb4514ab2e4ea8f1aab2287dcca,2024-05-13T12:36:49.516859,2025-03-28T09:16:33.176526,Addis Ababa,Ethiopia
DEV0000398,Desktop,macOS,Opera,65cb8f0db5c178835d7a4370cd598119,2023-02-22T21:01:27.324564,2024-01-22T10:24:35.717890,Bahir Dar,Ethiopia
DEV0000399,Desktop,Ubuntu,Edge,e06513189ae8a489089629cf351f1383,2022-01-23T12:01:35.403515,2023-06-03T06:11:42.072566,Gondar,Ethiopia
DEV0000400,Desktop,Windows,Firefox,41753c1d53896a32235894abeafb1508,2025-12-25T06:51:38.161975,2025-12-30T04:56:00.868767,Bahir Dar,Ethiopia
DEV0000401,Desktop,Ubuntu,Chrome,57b69734885daf724b369c88e5adbefe,2025-09-22T03:15:39.580445,2025-10-27T13:19:04.740647,Addis Ababa,Ethiopia
DEV0000402,Mobile,iOS,Safari,9b9cabadb79026ea851014e74f12c297,2024-07-11T23:34:57.093592,2025-10-16T06:34:56.349989,Adama,Ethiopia
DEV0000403,Desktop,Ubuntu,Samsung Internet,7f415b7eb24476d5331aa371458fa98d,2022-02-09T23:02:26.140965,2024-11-23T02:57:18.839749,Jimma,Ethiopia
DEV0000404,Desktop,Ubuntu,Opera,1893ae6c2d8422aff0f985c735ca9a98,2023-03-26T21:19:42.912668,2025-04-19T11:03:16.044536,Bahir Dar,Ethiopia
DEV0000405,Mobile,iOS,Safari,74cdc533fd88e758cd67a82138ad94c4,2022-01-22T14:20:38.898761,2024-11-10T20:41:34.926743,Mekelle,Ethiopia
DEV0000406,Desktop,Ubuntu,Opera,5373fc1ab786723a043c4af717cc3dde,2025-08-08T12:11:22.218148,2025-08-28T09:17:00.328089,Addis Ababa,Ethiopia
DEV0000407,Mobile,Android,Chrome,3595b8800021731918e42ac6d2d6b628,2023-06-02T06:28:17.605099,2023-12-01T23:55:26.644815,Dire Dawa,Ethiopia
DEV0000408,Desktop,Ubuntu,Samsung Internet,3240fd9cfc795b1af9c0aa1171253c4f,2022-08-11T20:46:38.418060,2024-04-23T06:04:06.668559,Arba Minch,Ethiopia
DEV0000409,Laptop,Ubuntu,Samsung Internet,a0a9236154bf5e9fd8f5b678145ffa5a,2022-08-26T02:06:23.558591,2022-12-16T17:46:56.610029,Gondar,Ethiopia
DEV0000410,Mobile,iOS,Opera,81e14a10edf105ec3216d7d3e3a2529c,2022-03-22T22:14:46.555870,2025-07-14T18:23:58.060097,Harar,Ethiopia
DEV0000411,Mobile,iOS,Edge,637a435a170b735663e629fe584d658a,2025-01-27T17:30:16.374492,2025-07-09T15:50:25.801659,Mekelle,Ethiopia
DEV0000412,Desktop,Ubuntu,Opera,2e1468999076088f6844c1326a5f3980,2024-10-25T04:22:48.169603,2025-03-19T05:31:40.805602,Mekelle,Ethiopia
DEV0000413,Mobile,Android,,20f48fe5e0ac33f880d9d0ff17e29a6e,2023-01-07T17:52:54.697930,2023-07-29T21:58:16.586918,Addis Ababa,Ethiopia
DEV0000414,Mobile,Android,Edge,395efb0291c82ab1da062aa9f6a3b2c3,2022-08-26T13:42:32.023649,2023-10-07T14:50:06.236709,Adama,Ethiopia
DEV0000415,Laptop,Windows,Safari,54899fd121ae3a63143aaeb148a161d4,2025-12-29T07:25:04.527671,2025-12-30T02:11:58.207698,Bahir Dar,Ethiopia
DEV0000416,Mobile,Android,Samsung Internet,310ecf8b49a7d5455e4eb06f4a8e10c6,2024-04-19T02:34:17.267640,2024-05-12T01:45:19.880320,Addis Ababa,Ethiopia
DEV0000417,Mobile,iOS,Opera,20b865aac276b4bd23d19d49758e56f8,2025-04-19T07:53:45.218740,2025-11-26T01:04:37.756682,Addis Ababa,Ethiopia
DEV0000418,Mobile,iOS,Safari,875e007b11a01737263d9fdca83a1639,2024-09-21T09:30:46.215418,2025-09-10T19:53:36.690311,Bahir Dar,Ethiopia
DEV0000419,Mobile,Android,Opera,62e2f58b21d225d94aee78ec8270c2f9,2022-07-31T02:20:58.399124,2025-04-18T19:34:07.395483,Harar,Ethiopia
DEV0000420,Tablet,Android,Firefox,2ef030453ea672fd1e5cc4c9e57be5c6,2022-12-27T20:04:39.420727,2023-09-10T23:35:32.993208,Asella,Ethiopia
DEV0000421,Mobile,Android,Firefox,afd989df541c8846fffdc2c7c1fb28a0,2024-11-24T07:28:42.624266,2024-11-26T09:20:08.555580,Bahir Dar,Ethiopia
DEV0000422,Laptop,Windows,Samsung Internet,11c8a33dd9aa8b0f924331cb8a7f78ec,2024-02-01T03:32:53.172790,2025-02-01T00:42:25.576498,Dire Dawa,Ethiopia
DEV0000423,Laptop,Ubuntu,Safari,d6789998693af275ddc31dac63095f40,2024-12-13T21:55:50.093665,2025-12-18T03:44:14.049353,Hawassa,Ethiopia
DEV0000424,Tablet,Android,Samsung Internet,310af42851d5000c421f1286050ff68d,2022-10-08T21:35:15.882204,2023-09-02T11:28:19.764323,Addis Ababa,Ethiopia
DEV0000425,Laptop,Ubuntu,Edge,3f94d58f84060abec9aebba9c50920e6,2024-03-28T05:13:55.749090,2024-07-01T09:04:36.366453,Mekelle,Ethiopia
DEV0000426,Mobile,iOS,Edge,6f7f0b7344bfbdd18801a28f0c9b4b18,2023-04-16T21:18:52.759417,2025-05-23T18:10:45.261624,Addis Ababa,Ethiopia
DEV0000427,Laptop,macOS,Samsung Internet,c64a1b489013b821118c8c61a105413c,2023-10-19T07:03:12.017188,2023-11-04T10:15:57.791664,Addis Ababa,Ethiopia
DEV0000428,Laptop,Windows,Samsung Internet,8bd0da14ae1034bc3c45825e38fc6bd2,2025-02-05T09:25:46.641314,2025-10-29T14:59:57.106235,Addis Ababa,Ethiopia
DEV0000429,Laptop,macOS,Safari,df1e63a5134b7b5ac2855ceacc57bc69,2024-11-14T07:02:39.029403,2025-10-31T14:05:46.845751,Adama,Ethiopia
DEV0000430,Desktop,Ubuntu,Samsung Internet,574566c0b73648c9a6846bcc80931fac,2025-02-20T04:02:50.004069,2025-08-15T21:43:18.446905,Shashamane,Ethiopia
DEV0000431,Laptop,macOS,Safari,e8cee33964dba71c3681489058a92178,2025-05-27T07:49:05.062857,2025-09-21T16:57:59.927024,Bishoftu,Ethiopia
DEV0000432,Tablet,Android,Edge,3d44521dc6a729b135536938ebca9689,2022-07-26T19:28:32.359347,2023-11-15T22:46:53.986739,Gondar,Ethiopia
DEV0000433,Tablet,iPadOS,Firefox,35e2d6cad51e717c19aa13c987d6641e,2025-09-30T08:04:05.892910,2025-12-01T08:51:13.702251,Bahir Dar,Ethiopia
DEV0000434,Mobile,iOS,Chrome,5f50f27476a423d27cb5673fa1fed7d4,2023-06-19T19:31:53.610721,2025-09-03T01:03:35.240488,Adama,Ethiopia
DEV0000435,Mobile,iOS,Opera,d97b9678f2cab16d04280dd4af6a5278,2024-10-31T15:19:04.130137,2024-12-29T07:26:14.343911,Addis Ababa,Ethiopia
DEV0000436,Mobile,Android,Chrome,394f578bdefc5766d325df84e6613416,2024-05-20T21:18:30.965071,2025-08-06T16:02:04.105481,Addis Ababa,Ethiopia
DEV0000437,Mobile,iOS,Samsung Internet,0ea8b3f106c44be5be4c742839c9f935,2023-04-23T22:47:07.506351,2025-09-29T13:14:28.699206,Dire Dawa,Ethiopia
DEV0000438,Desktop,macOS,Chrome,6bcb88a694b9e64d77fd0cc477c2ab0f,2022-08-16T03:58:18.484145,2025-09-29T01:18:45.858557,Addis Ababa,Ethiopia
DEV0000439,Laptop,macOS,Opera,c78168cb9b6b074698c1aa74e1c868f6,2022-11-04T19:56:56.488658,2024-05-11T17:50:48.271513,Addis Ababa,Ethiopia
DEV0000440,Mobile,Android,Safari,8cf5b2da58ee9320ed8385a504d702c8,2022-12-08T04:51:57.229244,2025-02-21T13:37:25.862045,Adama,Ethiopia
DEV0000441,Mobile,iOS,Opera,c7bef17cdd946a3970e5243e7dc4efb4,2024-01-18T21:28:35.554620,2025-08-08T21:57:19.565462,Dire Dawa,Ethiopia
DEV0000442,Tablet,Android,Samsung Internet,f5d0c6918606677a3ec7ec6f8cf356b0,2025-01-20T01:51:03.499661,2025-10-21T12:53:37.496198,Harar,Ethiopia
DEV0000443,Mobile,iOS,Samsung Internet,1444be4d8030881e3bddedf6c4153e55,2024-05-08T03:34:37.802572,2025-07-04T22:31:55.247849,Bishoftu,Ethiopia
DEV0000444,Laptop,macOS,Samsung Internet,82373cca69d53cdb8973014d45a24e50,2025-02-14T23:39:55.777086,2025-05-13T07:02:35.559209,Addis Ababa,Ethiopia
DEV0000445,Mobile,iOS,Firefox,b4b7575332cb49fa337c8474125f78cd,2025-11-17T23:31:44.090043,2025-11-26T22:49:18.015913,Addis Ababa,Ethiopia
DEV0000446,Mobile,iOS,Samsung Internet,e27cd63f13ffadf9357cd272002f0dae,2023-06-29T06:38:11.468511,2024-05-12T22:45:06.248105,Jijiga,Ethiopia
DEV0000447,Mobile,Android,Firefox,e778877f53d315366d6183186a2ba262,2024-10-26T22:11:30.284103,2025-03-14T23:52:31.713049,Bahir Dar,Ethiopia
DEV0000448,Desktop,macOS,Chrome,9f3af47454d6bbb18fd5913cca231077,2024-12-05T10:27:37.769962,2025-03-11T04:07:36.767091,Nekemte,Ethiopia
DEV0000449,Desktop,Windows,Edge,fa4f78697314e157b5919372a7c06043,2023-08-14T13:38:50.500205,2025-03-25T21:53:45.486634,Hosaena,Ethiopia
DEV0000450,Mobile,Android,Firefox,86f597b044d39dc58d04854d41d1cd3c,2024-09-13T19:48:36.610523,2025-12-01T13:44:24.762908,Addis Ababa,Ethiopia
DEV0000451,Laptop,Windows,Firefox,80b1b312fb4b446fb4fd0d9478fdc067,2023-04-21T10:25:16.139685,2023-12-05T05:08:11.402279,Addis Ababa,Ethiopia
DEV0000452,Mobile,iOS,Firefox,4bb7d34215551989597849847ce1a15a,2022-01-27T07:00:11.715338,2023-09-06T07:30:36.441706,Shashamane,Ethiopia
DEV0000453,Mobile,Android,Samsung Internet,92173d80c6441b7cc26a2c4c25893eb9,2023-02-25T04:33:11.831885,2024-12-12T14:33:15.435245,Jimma,Ethiopia
DEV0000454,Tablet,Android,Firefox,7edab119a5122b3781afdc310d033a3e,2023-03-11T19:26:37.706595,2025-12-17T04:52:35.076211,Addis Ababa,Ethiopia
DEV0000455,Mobile,iOS,Firefox,edb90319e8d19e131e74cae7ce1f0df8,2025-10-21T21:41:09.624620,2025-12-16T00:10:01.834677,Addis Ababa,Ethiopia
DEV0000456,Mobile,iOS,Opera,5d66a21a81dda3ba0df28b4c62791f52,2023-02-21T23:22:25.772072,2025-10-26T12:06:17.303015,Bahir Dar,Ethiopia
DEV0000457,Tablet,Android,Edge,492c2638d9f645fcd36f69e387a36eff,2024-10-03T23:31:41.542369,2025-12-23T14:39:28.512133,Addis Ababa,Ethiopia
DEV0000458,Mobile,Android,Chrome,79d7c02cbb8687e7e44697abf76939a0,2024-06-14T21:53:08.829294,2024-08-14T21:26:17.761996,Addis Ababa,Ethiopia
DEV0000459,Desktop,macOS,Chrome,77de72e1b85a369008c8d66c1cc65fcd,2024-06-02T11:06:05.342156,2024-09-30T02:14:53.415709,Bahir Dar,Ethiopia
DEV0000460,Mobile,iOS,,7ff7e398c0ae198242f69ea016df763d,2023-03-19T06:45:56.293496,2025-12-14T13:12:53.700219,Dessie,Ethiopia
DEV0000461,Mobile,Android,Firefox,5b3f93a9967324b07e717a8b243e6c1e,2024-04-10T11:16:30.788528,2025-01-28T18:52:16.730855,Shashamane,Ethiopia
DEV0000462,Desktop,macOS,Opera,af6896a3f67d8fbe0a0023f92e01a569,2024-06-27T05:08:23.455519,2024-07-29T16:35:07.800176,Nekemte,Ethiopia
DEV0000463,Laptop,Ubuntu,Firefox,65c5442add487e1594b6f43afb8e5cd4,2025-03-15T02:56:52.660265,2025-12-22T16:01:30.451655,Addis Ababa,Ethiopia
DEV0000464,Mobile,iOS,Opera,331b32c7442a4537f2cce2e8a31ad837,2023-10-04T05:14:21.921677,2024-12-17T04:28:37.760962,Mekelle,Ethiopia
DEV0000465,Mobile,iOS,,1dd0bf610ae032c4626b7cba4c3a6da0,2022-07-17T00:28:37.465609,2023-09-22T08:00:27.852355,Addis Ababa,Ethiopia
DEV0000466,Laptop,Ubuntu,,f157a531e7d3e8678cb44fde4690fcbb,2022-10-22T17:54:15.609469,2023-03-07T02:54:06.807420,Dire Dawa,Ethiopia
DEV0000467,Mobile,Android,Opera,2f03b0421b54ecf20271ac969612788d,2025-08-20T09:58:01.527803,2025-10-13T01:26:00.267334,Addis Ababa,Ethiopia
DEV0000468,Laptop,macOS,Safari,95290053b9c2c9e8521c0fb1865d528e,2024-10-11T01:08:26.456702,2025-12-03T21:19:35.186001,Mekelle,Ethiopia
DEV0000469,Laptop,Ubuntu,Samsung Internet,22636d648624062b7de75cea2bc00b21,2022-02-28T12:19:00.881481,2025-02-04T16:39:45.951468,Sodo,Ethiopia
DEV0000470,Mobile,Android,Edge,9569c36e111a6d503eb2a9f68ecedace,2025-11-25T18:04:54.553420,2025-12-06T05:33:25.765661,Mekelle,Ethiopia
