ground_truth_id,entity_type,entity_id,behavior_type,risk_pattern,is_anomalous,severity,pattern_start,pattern_end,related_entity_ids
GT00397,Person,P042103,shell_company,FRAUD_HIGH,true,critical,2024-12-07,,TX00005267|P002027|TX00002237|TX00002878
GT00398,Account,ACC0035741,normal,NORMAL,false,info,2022-04-06,2022-04-20,TX00001238|TX00007464|TX00007173|P001626|TX00008762|TX00007332|TX00001001
GT00399,Account,ACC0012044,false_invoice,AML_LOW,true,low,2022-02-14,2022-03-26,TX00004726|TX00005348|TX00009362
GT00400,Person,P024237,layering,FRAUD_MEDIUM,true,critical,2025-10-27,2025-11-22,TX00009135|P001470|P001638|TX00000098|TX00006194|TX00003126|TX00006236
GT00401,Account,ACC0107083,rapid_movement,AML_LOW,true,critical,2022-12-30,,TX00001916|TX00006880
GT00402,Account,ACC0045957,smurfing,FRAUD_HIGH,true,low,2022-05-15,2022-07-28,P000742|TX00001306|TX00002186|TX00005431|TX00005477|TX00005612
GT00403,Account,ACC0002986,layering,AML_LOW,true,low,2022-08-23,2022-09-22,P003605|TX00007276
GT00404,Account,ACC0039104,shell_company,AML_HIGH,true,critical,2023-07-18,2023-09-22,TX00008851|TX00002801|TX00006826|TX00001492|TX00003434|P001820|P003200
GT00405,Account,ACC0136573,structuring,AML_MEDIUM,true,medium,2022-07-11,2022-11-03,TX00000199|TX00005434|P002246
GT00406,Person,P005203,layering,AML_LOW,true,medium,2024-01-22,,P003314|TX00006789|P003129|TX00007570
GT00407,Person,P083208,structuring,AML_HIGH,true,critical,2024-06-14,,TX00006144|TX00009196|P003052|TX00006345|P001180|P003678|TX00000535
GT00408,Person,P057319,normal,NORMAL,false,info,2025-02-23,2025-07-07,TX00001313|P004500|P003383
GT00409,Account,ACC0071467,normal,NORMAL,false,info,2023-07-23,,TX00009960|TX00000721|P001141|P000086|TX00000179|TX00001584|TX00007054
GT00410,Account,ACC0056956,layering,FRAUD_MEDIUM,true,critical,2024-02-11,2024-07-14,TX00007800|TX00000930|TX00001636|P000579|TX00008219|TX00007092
GT00411,Account,ACC0116251,round_tripping,AML_MEDIUM,true,high,2024-09-02,2024-10-28,TX00002025|TX00008339|TX00004323|P000531|TX00006056|TX00000211|P001872
GT00412,Person,P088974,rapid_movement,FRAUD_MEDIUM,true,critical,2025-01-30,2025-07-04,P000319|TX00006306|TX00000808
GT00413,Person,P081504,round_tripping,FRAUD_MEDIUM,true,high,2023-09-27,,TX00002395|TX00002533|P003424|P003763
GT00414,Account,ACC0086635,normal,NORMAL,false,info,2025-07-06,,TX00002721|P002090|TX00006353
GT00415,Account,ACC0090320,smurfing,AML_MEDIUM,true,medium,2022-06-23,,TX00007886|TX00002264|TX00005601|P000029|TX00007530|TX00003656|TX00001002|P003302
GT00416,Account,ACC0117888,shell_company,AML_LOW,true,critical,2023-02-25,2023-04-25,TX00006614|TX00007568|TX00009752
GT00417,Account,ACC0042507,rapid_movement,FRAUD_MEDIUM,true,medium,2024-09-07,2024-10-29,TX00004554|TX00008148|P004048
GT00418,Person,P085196,structuring,AML_LOW,true,critical,2023-07-15,,P002636|TX00000064|TX00005062|TX00001806|TX00001934
GT00419,Account,ACC0093795,rapid_movement,AML_MEDIUM,true,high,2025-09-02,,P002148|TX00009137|TX00000091|P000653|P001835|P004996|TX00001004
GT00420,Account,ACC0094093,normal,NORMAL,false,info,2025-04-24,2025-07-30,TX00003922|TX00002478|TX00009891|TX00005335
GT00421,Person,P057807,round_tripping,FRAUD_HIGH,true,high,2023-09-30,2024-02-26,TX00004689|P004129|TX00007314|TX00005041|P000574|TX00004145|P000200|TX00003301
GT00422,Account,ACC0098549,false_invoice,AML_MEDIUM,true,medium,2023-10-11,2024-01-29,P002008|P004997
GT00423,Person,P011788,false_invoice,AML_HIGH,true,high,2025-10-24,2026-01-01,TX00000670|TX00007155|TX00007689|TX00007046|TX00004865|TX00003905|P000787
GT00424,Person,P075259,normal,NORMAL,false,info,2025-10-31,2026-01-01,TX00007092|P002771
GT00425,Person,P038132,shell_company,AML_MEDIUM,true,high,2022-04-03,,TX00004919|TX00009490|P000956|TX00009205|P003337
GT00426,Person,P081555,false_invoice,AML_HIGH,true,low,2024-08-21,,TX00008345|TX00006702
GT00427,Account,ACC0034624,structuring,FRAUD_MEDIUM,true,critical,2024-06-11,2024-07-02,TX00002243|TX00003583
GT00428,Person,P087929,false_invoice,FRAUD_HIGH,true,critical,2024-08-23,,P002255|TX00006385|TX00005009
GT00429,Account,ACC0135021,rapid_movement,AML_MEDIUM,true,high,2024-09-16,2024-10-30,TX00002034|P003266|TX00004629
GT00430,Company,C02712,structuring,AML_HIGH,true,critical,2025-09-19,2025-10-25,TX00004298|TX00001845|P003589|TX00003688|TX00006560|TX00005919
GT00431,Company,C04597,round_tripping,AML_MEDIUM,true,medium,2022-11-30,2023-01-24,TX00000581|P002521|P003125
GT00432,Account,ACC0059401,round_tripping,FRAUD_HIGH,true,medium,2023-06-01,,TX00006476|TX00009707|TX00007305|TX00000485
GT00433,Account,ACC0027959,false_invoice,FRAUD_MEDIUM,true,medium,2023-04-11,2023-07-26,TX00009336|TX00002813|P000303|TX00008990|P004789|TX00000772|TX00000561|TX00003295
GT00434,Company,C08192,rapid_movement,AML_MEDIUM,true,medium,2023-09-12,,P000230|P004139|P000862
GT00435,Person,P012360,normal,NORMAL,false,info,2022-10-09,2022-11-02,TX00005799|P000463|TX00002125|P004049|TX00003224
GT00436,Account,ACC0103918,normal,NORMAL,false,info,2025-03-09,,TX00007307|P003765|P000994|TX00002307
GT00437,Person,P070511,layering,FRAUD_HIGH,true,high,2024-05-26,2024-06-14,TX00004209|TX00000170|TX00000232|P003229
GT00438,Account,ACC0032576,normal,NORMAL,false,info,2022-06-06,2022-08-29,TX00001908|TX00005981|TX00007962|TX00006253
GT00439,Person,P032693,smurfing,AML_MEDIUM,true,medium,2023-08-27,2024-01-10,TX00006051|TX00005333|TX00000205|P000090|TX00005903|TX00006856|TX00009450|TX00005432
GT00440,Account,ACC0125889,round_tripping,FRAUD_MEDIUM,true,medium,2023-08-30,2024-01-02,TX00002279|P004255|TX00001041|P001447|TX00000308|TX00002438
GT00441,Account,ACC0135837,smurfing,AML_MEDIUM,true,low,2023-09-04,,TX00000744|TX00004312|TX00007311|P001300|P000203|P001344|TX00001118|TX00007411
GT00442,Account,ACC0125586,shell_company,AML_MEDIUM,true,medium,2025-10-28,2026-01-01,P004154|TX00004922|P003306|TX00003990|TX00005368|TX00002180|TX00006316
GT00443,Account,ACC0081278,shell_company,FRAUD_MEDIUM,true,low,2024-01-29,,TX00005538|TX00007384
GT00444,Account,ACC0085272,smurfing,AML_MEDIUM,true,high,2025-05-21,,TX00005052|P000872|TX00002995|TX00003343|TX00007418|P004274|TX00009312|TX00009121
GT00445,Company,C05160,shell_company,AML_LOW,true,medium,2025-08-30,,P000774|TX00001045|P004321|TX00002580
GT00446,Account,ACC0048437,rapid_movement,AML_MEDIUM,true,critical,2022-12-19,,TX00006072|P001287|TX00005510|P000758|P002376|TX00008198|TX00007251|P003807
GT00447,Account,ACC0114870,rapid_movement,AML_LOW,true,low,2024-04-13,2024-05-23,P003408|P002348|TX00009406
GT00448,Person,P075532,round_tripping,AML_MEDIUM,true,medium,2023-09-25,,TX00003720|TX00001509|TX00000758
GT00449,Person,P070840,normal,NORMAL,false,info,2022-01-21,2022-05-17,TX00009473|TX00003543|P001555|TX00008060
GT00450,Person,P060484,smurfing,AML_LOW,true,critical,2024-04-15,2024-08-14,TX00002666|TX00000236|TX00008688|P001339|TX00004972|P003538|TX00003785|TX00006736
GT00451,Account,ACC0102702,smurfing,AML_LOW,true,medium,2022-01-29,,TX00008023|TX00004457|P000130|TX00001092|TX00002438|P001386
GT00452,Person,P012807,layering,AML_MEDIUM,true,critical,2022-11-01,,TX00009733|TX00001000
GT00453,Account,ACC0101687,round_tripping,AML_HIGH,true,critical,2024-11-20,2025-03-14,TX00000812|P001064|TX00003573|TX00002406|TX00002208|TX00002447|TX00009089|P003044
GT00454,Person,P059833,rapid_movement,FRAUD_MEDIUM,true,medium,2023-01-19,2023-06-29,P004254|TX00008249|TX00003347|TX00006206|P002903|TX00000741
GT00455,Account,ACC0099611,smurfing,AML_LOW,true,critical,2022-05-01,,TX00005282|TX00005883|P003239|P001937|P001588|P004172
GT00456,Person,P043309,normal,NORMAL,false,info,2023-10-12,2023-12-17,P003679|TX00004593|P001941|TX00007871
GT00457,Account,ACC0000888,structuring,FRAUD_MEDIUM,true,medium,2023-07-22,2023-10-21,P000345|P000983|TX00007651|TX00005168|P004531|TX00006457|TX00000678|P001869
GT00458,Account,ACC0123510,normal,NORMAL,false,info,2023-02-01,2023-04-11,P000981|TX00004969
GT00459,Account,ACC0050671,smurfing,FRAUD_MEDIUM,true,medium,2022-03-05,,P001909|TX00006685|P002470|TX00004434|P002393|TX00006349
GT00460,Account,ACC0123905,normal,NORMAL,false,info,2024-07-31,,TX00000832|TX00000601|P002282|TX00009952
GT00461,Person,P079550,rapid_movement,AML_HIGH,true,medium,2023-12-19,2024-05-17,P003819|P003623
GT00462,Account,ACC0051254,smurfing,AML_MEDIUM,true,medium,2022-07-28,2023-01-23,TX00008464|P000643|P002923|TX00009060|TX00002552|TX00003301|TX00008865
GT00463,Account,ACC0065937,smurfing,FRAUD_MEDIUM,true,medium,2025-09-30,2026-01-01,TX00007653|TX00008574|TX00004085|P000867
GT00464,Account,ACC0082813,smurfing,AML_LOW,true,low,2024-12-30,,TX00009662|TX00003029|TX00006055|TX00004512
GT00465,Account,ACC0050244,round_tripping,FRAUD_HIGH,true,high,2022-09-13,2022-12-06,TX00002055|TX00003270|TX00002020
GT00466,Account,ACC0140920,rapid_movement,FRAUD_MEDIUM,true,high,2024-06-05,,P001241|TX00008748|P003871|P003013|P000196|TX00008449|TX00008161
GT00467,Account,ACC0094983,layering,FRAUD_HIGH,true,high,2024-12-29,2025-05-11,P001404|TX00006048|P004311|P001401|TX00006363|P003960|P003757
GT00468,Company,C01612,normal,NORMAL,false,info,2022-09-04,,P004645|TX00009548|TX00002923|P004332|TX00002430|TX00007603|TX00008980
GT00469,Person,P025325,normal,NORMAL,false,info,2024-12-03,,TX00007470|TX00009299
GT00470,Person,P003128,shell_company,AML_LOW,true,medium,2025-08-24,2025-12-23,TX00004614|P004954|TX00000331
GT00471,Person,P016104,normal,NORMAL,false,info,2025-02-06,2025-07-08,P001979|TX00003231
GT00472,Person,P021266,shell_company,AML_LOW,true,critical,2023-01-17,,TX00004900|TX00005338|P000820|P001729|TX00004064|P004970|TX00007725|P004736
GT00473,Account,ACC0065173,structuring,AML_MEDIUM,true,critical,2022-02-09,2022-05-17,TX00007804|P001251|TX00007484|TX00005521|TX00009399|TX00002942|P001550
GT00474,Account,ACC0071135,structuring,FRAUD_MEDIUM,true,high,2023-05-18,,TX00000998|TX00001435|TX00005120|TX00009354
GT00475,Person,P088098,layering,AML_MEDIUM,true,medium,2024-08-09,,TX00004019|TX00005788|P000758|P004354|TX00003835|P001631|TX00004588
GT00476,Account,ACC0015621,shell_company,AML_MEDIUM,true,low,2022-06-09,2022-09-17,TX00001483|P004971|TX00002450|P004159|P001905
GT00477,Person,P005299,round_tripping,FRAUD_HIGH,true,low,2024-07-06,2024-12-03,P000723|TX00000022|P004323|P003247|TX00008291
GT00478,Account,ACC0130794,normal,NORMAL,false,info,2022-01-18,,TX00005591|TX00006886|TX00003093
GT00479,Person,P032459,normal,NORMAL,false,info,2022-08-19,,P002302|TX00006448|P002089|TX00001089|P000724|TX00001879|TX00003790|P002114
GT00480,Account,ACC0116734,normal,NORMAL,false,info,2022-09-19,2022-11-04,TX00007748|TX00008940
GT00481,Account,ACC0140260,normal,NORMAL,false,info,2024-11-06,,P001532|TX00007242|TX00005279|P002784|P001333|TX00008985
GT00482,Account,ACC0117060,structuring,AML_MEDIUM,true,medium,2025-04-19,,P000848|P003006|TX00001806|TX00009596|P001194
GT00483,Person,P014038,rapid_movement,AML_HIGH,true,low,2023-10-30,,TX00008264|TX00003153|TX00002899
GT00484,Person,P080333,normal,NORMAL,false,info,2023-07-12,2023-11-30,TX00007301|TX00007282|TX00003600|TX00007632|P001454|TX00005516|TX00007617|TX00005128
GT00485,Person,P067175,rapid_movement,AML_MEDIUM,true,medium,2022-08-04,,TX00001663|TX00000905|P003140|TX00008242|TX00004092|P000798|TX00006729
GT00486,Account,ACC0057429,normal,NORMAL,false,info,2024-05-21,2024-08-23,TX00007214|TX00006955|P002884|TX00001104|P004234
GT00487,Person,P010040,rapid_movement,AML_LOW,true,low,2025-02-02,2025-05-20,P003356|TX00000417|TX00006662|TX00007875|P003448|TX00000040|TX00006399|TX00004327
GT00488,Person,P025032,rapid_movement,AML_HIGH,true,low,2024-10-01,,TX00008372|TX00006356
GT00489,Account,ACC0133237,shell_company,FRAUD_HIGH,true,low,2025-07-30,,TX00007386|P003387|P000648
GT00490,Person,P090452,normal,NORMAL,false,info,2022-05-16,2022-05-28,TX00000404|TX00002622|TX00000391|P000737
GT00491,Account,ACC0094110,rapid_movement,AML_LOW,true,medium,2024-10-15,,TX00004932|P001215|P004553|TX00007875|P003132
GT00492,Account,ACC0102751,false_invoice,AML_LOW,true,low,2025-02-15,2025-06-07,P001748|TX00007217|TX00002599
GT00493,Person,P050182,smurfing,AML_HIGH,true,critical,2023-12-27,2024-02-25,TX00001205|P003427
GT00494,Account,ACC0097573,smurfing,AML_LOW,true,low,2023-10-06,2024-02-21,P004328|P000258|TX00002396|TX00007745
GT00495,Person,P023076,normal,NORMAL,false,info,2024-04-23,,TX00006130|TX00006258|TX00003816|TX00007050|TX00000479|TX00004797|P002164|TX00003655
GT00496,Account,ACC0034068,normal,NORMAL,false,info,2022-12-26,2023-01-13,P002005|TX00004216|P001318|TX00002408|P004055|P000562
GT00497,Company,C02902,shell_company,AML_MEDIUM,true,high,2022-05-12,,P001338|P000207|TX00006139|P004071|P003191|P003430|P004697
GT00498,Account,ACC0050699,round_tripping,FRAUD_MEDIUM,true,low,2024-05-01,2024-09-27,TX00001057|TX00004133|P000777|TX00001561|TX00001215|TX00009306|P003755|P002357
GT00499,Person,P031171,shell_company,AML_HIGH,true,low,2024-04-13,2024-06-14,P002053|P004330|P002769|TX00001842|P004643|TX00009805|TX00007760|P000899
GT00500,Account,ACC0132980,structuring,AML_MEDIUM,true,medium,2024-05-17,,TX00003465|P002804
GT00501,Person,P053847,layering,FRAUD_MEDIUM,true,medium,2025-01-16,2025-03-07,P001774|TX00002208|TX00009184|TX00001707|P001458|P003365|TX00009872|P003409
GT00502,Person,P014275,shell_company,AML_HIGH,true,critical,2022-08-16,2023-01-28,P000998|TX00006234|TX00005219|TX00006318|TX00009291
GT00503,Person,P021081,structuring,FRAUD_HIGH,true,high,2023-03-16,,P003069|TX00007329|P003679|TX00009419|P003283|P001872|P002161
GT00504,Account,ACC0094150,normal,NORMAL,false,info,2024-11-11,,TX00003295|TX00007457
GT00505,Account,ACC0057764,false_invoice,FRAUD_MEDIUM,true,low,2024-02-27,2024-08-16,TX00002659|P001996
GT00506,Person,P028462,layering,FRAUD_MEDIUM,true,low,2023-07-08,,P004834|TX00007971|TX00007185|TX00003424|TX00009848|TX00001709
GT00507,Account,ACC0046264,shell_company,AML_MEDIUM,true,critical,2023-01-11,,TX00005731|TX00000352|P000732|P004551|TX00003431|P003920|P003376|TX00005370
GT00508,Account,ACC0045973,layering,FRAUD_MEDIUM,true,critical,2025-06-30,2025-08-31,P002938|P003483|TX00004510
GT00509,Account,ACC0076191,false_invoice,FRAUD_MEDIUM,true,low,2024-09-10,,TX00006337|TX00005248|TX00008825|TX00003468|TX00008076|P000839|TX00005121
GT00510,Account,ACC0008584,shell_company,FRAUD_MEDIUM,true,medium,2023-02-28,2023-08-20,P002808|TX00001912|P004629|P001414|TX00007385|TX00002460
GT00511,Person,P019819,normal,NORMAL,false,info,2023-07-28,2023-08-10,TX00002247|TX00005111
GT00512,Person,P017127,normal,NORMAL,false,info,2022-01-28,2022-03-27,P001246|TX00001929|TX00006499|TX00007226|TX00008070|TX00003660|P000465|TX00001666
GT00513,Account,ACC0087471,false_invoice,FRAUD_MEDIUM,true,low,2024-03-18,2024-03-28,TX00007219|P003058|TX00004008|TX00003339|P003504|TX00005027|P001183
GT00514,Account,ACC0106914,layering,AML_HIGH,true,high,2024-10-04,2024-10-22,P004044|TX00000581|TX00002371|TX00009822
GT00515,Account,ACC0103341,smurfing,FRAUD_MEDIUM,true,medium,2022-03-20,2022-09-06,TX00004424|TX00001947|TX00007265|TX00009989|P003006|TX00005042|TX00005430|TX00006012
GT00516,Person,P092198,false_invoice,AML_HIGH,true,high,2023-05-20,,TX00002056|TX00006305
GT00517,Account,ACC0011102,round_tripping,AML_LOW,true,medium,2024-08-28,2024-11-26,TX00009897|P004584|TX00003119|TX00003089|P000680|TX00009167|TX00004667|TX00009286
GT00518,Person,P038865,false_invoice,AML_LOW,true,critical,2022-10-18,2022-11-06,TX00003121|TX00006788|P003933|TX00002727
GT00519,Account,ACC0144890,normal,NORMAL,false,info,2022-08-06,2023-01-23,TX00000757|TX00006081|P004725|TX00003753
GT00520,Person,P091729,structuring,AML_LOW,true,medium,2024-07-08,2024-12-01,P003849|TX00006853|TX00005443|P000256|P004215|TX00006407|TX00001720
GT00521,Person,P077277,round_tripping,FRAUD_HIGH,true,low,2023-10-22,2024-02-13,TX00006896|TX00009989|P002005|TX00009595|TX00008865
GT00522,Account,ACC0041039,shell_company,AML_LOW,true,medium,2025-01-16,,TX00008795|TX00004059|P001835|TX00003159
GT00523,Account,ACC0063925,false_invoice,AML_HIGH,true,critical,2023-05-04,,TX00009438|TX00009525|P004891|TX00001488|TX00007356|TX00002458|TX00000928|TX00007443
GT00524,Company,C04301,normal,NORMAL,false,info,2024-07-06,2024-09-03,TX00003457|TX00005335
GT00525,Account,ACC0115573,layering,AML_HIGH,true,critical,2023-05-09,2023-09-06,TX00009902|TX00008584
GT00526,Account,ACC0059590,smurfing,AML_LOW,true,high,2024-12-03,2025-04-28,P003921|TX00009838|TX00000059|P000054
GT00527,Person,P076987,rapid_movement,FRAUD_HIGH,true,low,2025-06-01,,TX00009476|TX00009448|TX00006738|P004575|P002198|TX00004744
GT00528,Account,ACC0146846,normal,NORMAL,false,info,2024-08-24,2025-01-06,P002881|TX00002011|TX00009388|P003279|P002392|TX00000083|TX00005554|TX00001437
GT00529,Person,P054056,round_tripping,FRAUD_MEDIUM,true,critical,2025-09-14,,P001716|TX00009339|P003564|P004645|TX00002289|P001590
GT00530,Person,P096081,normal,NORMAL,false,info,2024-05-09,2024-06-10,P002527|P002217|TX00008674|P001078|TX00008292|P000601|TX00000273|TX00006399
GT00531,Account,ACC0109716,normal,NORMAL,false,info,2024-01-24,2024-05-29,TX00000645|TX00009692|TX00006691|TX00006372|TX00009351
GT00532,Person,P024039,round_tripping,FRAUD_MEDIUM,true,high,2023-08-14,,P004197|P001857|TX00003793|TX00007748|TX00000233|P000548|TX00002516|TX00008217
GT00533,Account,ACC0066395,shell_company,AML_MEDIUM,true,critical,2023-06-12,,P001440|P001097|TX00009091|P003091|TX00002382|TX00005231|P000346|P004452
GT00534,Account,ACC0067639,shell_company,AML_HIGH,true,low,2024-01-27,,P000155|TX00000617|TX00001952|TX00008666|TX00001506|P003528|TX00006226|TX00008771
GT00535,Person,P020924,false_invoice,AML_MEDIUM,true,low,2022-02-15,2022-05-29,TX00009838|TX00004965|TX00005097|TX00001867|TX00007036
GT00536,Account,ACC0102998,structuring,AML_HIGH,true,medium,2022-05-27,,P001533|P004951|TX00008249|TX00000890
GT00537,Person,P090140,normal,NORMAL,false,info,2022-12-04,2023-05-21,P002469|TX00001805
GT00538,Person,P020828,shell_company,FRAUD_MEDIUM,true,low,2024-02-02,,TX00001473|TX00005889|P004921|TX00007282|TX00002096|TX00004631|TX00006534|TX00003538
GT00539,Account,ACC0026828,normal,NORMAL,false,info,2022-05-19,2022-07-22,TX00003012|TX00008984|P003845|P002107|TX00001174|P002223|TX00003532|TX00000331
GT00540,Account,ACC0098171,structuring,AML_LOW,true,critical,2025-08-07,2025-08-16,TX00003302|TX00002245|TX00009438
GT00541,Account,ACC0019207,rapid_movement,AML_HIGH,true,low,2022-12-21,,P002941|TX00003209|TX00001681|TX00007975|P004752
GT00542,Account,ACC0033970,normal,NORMAL,false,info,2024-07-07,,P004623|P003705|P003853|TX00002444|P000434|TX00002149
GT00543,Account,ACC0140592,layering,FRAUD_MEDIUM,true,critical,2023-11-12,,TX00009180|P003551
GT00544,Account,ACC0082025,round_tripping,FRAUD_MEDIUM,true,critical,2025-01-12,2025-04-17,TX00006877|TX00009438|TX00005624|TX00007066|TX00003725|TX00000395|TX00007249|P000158
GT00545,Account,ACC0031143,shell_company,FRAUD_HIGH,true,critical,2025-10-14,2025-12-04,TX00009616|P003887|TX00008997|TX00008647|P000259|P001604|P003627|P004435
GT00546,Account,ACC0091745,structuring,AML_HIGH,true,medium,2023-10-23,2023-12-10,TX00009917|TX00006814|P003889|P003601
GT00547,Account,ACC0128026,structuring,AML_HIGH,true,medium,2024-09-27,2025-01-28,TX00000726|TX00003084|P001378|TX00003299
GT00548,Account,ACC0043989,round_tripping,AML_HIGH,true,medium,2022-07-07,2022-10-29,P002040|P002843|P000182|P002154|TX00005251
GT00549,Person,P017721,normal,NORMAL,false,info,2023-08-22,,TX00008296|P001109|P004247|TX00001872
GT00550,Person,P038572,smurfing,AML_LOW,true,critical,2022-09-22,,TX00000241|TX00001409|TX00003648
GT00551,Account,ACC0088045,round_tripping,AML_MEDIUM,true,low,2023-06-23,2023-08-26,P002665|TX00000817|TX00006778|TX00001226
GT00552,Person,P080535,shell_company,FRAUD_MEDIUM,true,medium,2024-09-01,2025-01-03,TX00009055|TX00002502|TX00000246
GT00553,Account,ACC0064723,rapid_movement,FRAUD_HIGH,true,medium,2022-06-26,,TX00009318|TX00001261|TX00009723|TX00004039|TX00007198|TX00005327|TX00005002|TX00009923
GT00554,Account,ACC0110974,layering,FRAUD_MEDIUM,true,critical,2024-05-06,2024-05-26,TX00000365|TX00005810|TX00006312|TX00004927
GT00555,Person,P025364,structuring,AML_HIGH,true,high,2023-02-14,2023-06-22,TX00002854|P000504|TX00007622
GT00556,Company,C07090,normal,NORMAL,false,info,2024-10-11,2024-11-29,TX00005858|TX00003053|TX00005557|TX00008194|TX00000824|TX00003748|TX00003146|TX00005261
GT00557,Account,ACC0036003,normal,NORMAL,false,info,2022-04-23,2022-09-11,TX00000221|TX00006866|P001587|TX00006489|TX00002029|P001896|TX00003472|TX00006025
GT00558,Account,ACC0135387,layering,AML_LOW,true,medium,2025-10-02,2025-12-24,TX00004076|P001978
GT00559,Account,ACC0012975,layering,AML_LOW,true,low,2024-09-27,2024-10-16,P001285|TX00005833|TX00008251|TX00004793
GT00560,Person,P048729,structuring,FRAUD_HIGH,true,critical,2022-08-05,2022-12-13,TX00001470|TX00004028
GT00561,Account,ACC0115573,rapid_movement,FRAUD_MEDIUM,true,low,2025-11-23,,TX00008355|P003924|P003377|TX00007178|TX00001362|TX00003663|TX00007360|P003981
GT00562,Account,ACC0086112,shell_company,FRAUD_MEDIUM,true,low,2025-04-04,,TX00007980|TX00009371|P002937|P002485|P003573
GT00563,Account,ACC0037721,rapid_movement,FRAUD_HIGH,true,medium,2022-05-09,,P003027|P004983|TX00005194|P000135|P002633
GT00564,Account,ACC0058578,round_tripping,FRAUD_HIGH,true,critical,2024-01-01,,P001017|P001632|P002265|TX00009671|TX00007599|P001042|TX00009375
GT00565,Person,P040160,smurfing,AML_HIGH,true,low,2025-06-29,2025-12-15,P003526|P000902|TX00007438|TX00009558|TX00007598
GT00566,Account,ACC0028325,layering,FRAUD_MEDIUM,true,low,2025-02-07,,P003991|P003507|TX00008950|P003320
GT00567,Account,ACC0103739,structuring,AML_HIGH,true,low,2022-10-27,2022-12-05,P002288|P001171|P001247
GT00568,Account,ACC0036196,normal,NORMAL,false,info,2025-03-31,2025-06-05,P004653|TX00000907|P001677|P001669|P004257|P001386|TX00007635|TX00003272
GT00569,Person,P045484,smurfing,FRAUD_HIGH,true,medium,2023-06-12,2023-06-27,P003398|P000066|P000030
GT00570,Company,C04194,layering,AML_MEDIUM,true,critical,2023-04-10,,TX00008270|TX00004835|TX00002391|TX00008516|TX00004526|TX00007071
GT00571,Account,ACC0105644,normal,NORMAL,false,info,2022-09-07,2022-12-11,P000142|TX00006603|TX00000978|TX00001984|TX00001848
GT00572,Person,P061963,shell_company,FRAUD_MEDIUM,true,low,2023-05-22,2023-09-28,TX00008835|TX00009148|P001270|P003074
GT00573,Person,P070196,normal,NORMAL,false,info,2022-06-18,,TX00003583|TX00008245|TX00009701
GT00574,Company,C02012,false_invoice,AML_HIGH,true,medium,2022-07-18,2022-12-15,P004898|TX00005288
GT00575,Account,ACC0083486,layering,AML_HIGH,true,medium,2025-10-27,2025-12-16,TX00004202|TX00003616|TX00006393|P004208
GT00576,Account,ACC0116393,layering,FRAUD_MEDIUM,true,low,2024-01-24,,P001093|TX00007072|TX00004687|TX00002426
GT00577,Person,P030429,normal,NORMAL,false,info,2023-10-26,2024-03-24,TX00002789|TX00007675|TX00003652|TX00000579|TX00005175
GT00578,Person,P045408,normal,NORMAL,false,info,2024-11-07,2024-11-23,TX00007380|TX00003436|P004528|TX00003634|TX00001884|TX00001695|TX00004362
GT00579,Account,ACC0094126,round_tripping,FRAUD_HIGH,true,critical,2023-01-15,2023-03-17,TX00001060|P003096|TX00007134|TX00002923|TX00006669|TX00000885|TX00009068
GT00580,Account,ACC0144282,rapid_movement,AML_HIGH,true,high,2023-05-27,,P001945|P003931|P004067
GT00581,Account,ACC0006965,round_tripping,AML_LOW,true,high,2022-07-12,2022-09-23,P001201|TX00004607|TX00001111|P003627
GT00582,Person,P083854,smurfing,FRAUD_HIGH,true,medium,2024-06-13,2024-09-13,TX00004146|TX00000074
GT00583,Account,ACC0075305,smurfing,AML_HIGH,true,low,2025-02-24,2025-05-06,TX00007799|P004457|TX00003055|TX00009206|TX00008896|P002402
GT00584,Account,ACC0008947,normal,NORMAL,false,info,2025-03-28,,TX00006212|P001947|TX00006797|TX00001840|TX00004499|P002662|P004785
GT00585,Company,C01025,structuring,AML_HIGH,true,critical,2025-11-07,2025-11-27,TX00004735|P000671
GT00586,Person,P056566,structuring,AML_LOW,true,critical,2023-08-26,,P002134|TX00008295|TX00000820
GT00587,Account,ACC0085728,shell_company,AML_MEDIUM,true,high,2023-11-11,2024-03-27,P001233|TX00000159|P001994|P002064
GT00588,Account,ACC0068833,round_tripping,AML_LOW,true,high,2022-04-18,2022-06-07,P002199|TX00007308|P000778|P002386
GT00589,Company,C03225,rapid_movement,FRAUD_MEDIUM,true,high,2022-10-29,,TX00007089|TX00007495|P003816
GT00590,Account,ACC0107304,normal,NORMAL,false,info,2025-04-22,,P000195|P003041|TX00006574|TX00008495|TX00009734|P000123|TX00002014
GT00591,Account,ACC0007230,normal,NORMAL,false,info,2025-02-28,,P003501|TX00003593
GT00592,Company,C08418,structuring,AML_MEDIUM,true,low,2025-12-07,2026-01-01,TX00002926|TX00000219
GT00593,Account,ACC0118291,layering,FRAUD_HIGH,true,low,2025-08-20,,TX00003050|TX00006733|P004450|TX00005521|P003884|TX00002787|TX00002442
GT00594,Account,ACC0146324,round_tripping,FRAUD_HIGH,true,medium,2022-07-12,2022-12-03,TX00006597|P001392|TX00002512
GT00595,Person,P080824,false_invoice,AML_MEDIUM,true,medium,2022-09-15,2023-01-01,TX00002159|TX00000112
GT00596,Account,ACC0070476,normal,NORMAL,false,info,2023-07-17,,P003065|P004552|TX00005090
