account_id,owner_id,owner_type,institution_id,account_type,currency,opened_at,closed_at,status,average_balance,city,country
ACC0000489,P045779,Person,BNK018,Mobile Money,ETB,2022-12-06,,Active,748,Hawassa,Ethiopia
ACC0000490,P015121,Person,BNK004,Current,ETB,2025-04-07,,Active,37320,Dire Dawa,Ethiopia
ACC0000491,P093614,Person,BNK013,Business,ETB,2023-11-28,,Frozen,72195,Jimma,Ethiopia
ACC0000492,P038567,Person,BNK001,Mobile Money,ETB,2024-07-22,,Active,16664,Sodo,Ethiopia
ACC0000493,P008333,Person,BNK018,Business,ETB,2022-06-10,,Active,1136,Dilla,Ethiopia
ACC0000494,P045250,Person,BNK016,Savings,ETB,2025-03-21,,Closed,3120,Jijiga,Ethiopia
ACC0000495,C03649,Company,BNK005,Mobile Money,AED,2023-08-13,,Active,3460,Addis Ababa,Ethiopia
ACC0000496,P074034,Person,BNK018,Business,ETB,2025-12-08,,Active,18347,Addis Ababa,Ethiopia
ACC0000497,C04146,Company,BNK007,Savings,ETB,2022-08-08,,Closed,79158,Arba Minch,Ethiopia
ACC0000498,P039887,Person,BNK017,Fixed Deposit,ETB,2022-12-14,,Active,41012,Addis Ababa,Ethiopia
ACC0000499,P074360,Person,BNK012,Current,ETB,2023-01-14,,Closed,32883,Bahir Dar,Ethiopia
ACC0000500,P040464,Person,BNK010,Current,ETB,2025-06-20,,Active,12624,Gondar,Ethiopia
ACC0000501,P059420,Person,BNK010,Current,EUR,2025-07-21,,Closed,29163,Dire Dawa,Ethiopia
ACC0000502,P048910,Person,BNK020,Mobile Money,ETB,2024-11-06,,Active,400754,Shashamane,Ethiopia
ACC0000503,P038557,Person,BNK018,Fixed Deposit,ETB,2024-10-27,,Active,8223,Dessie,Ethiopia
ACC0000504,P040265,Person,BNK008,Business,ETB,2022-03-24,,Active,8508,Nekemte,Ethiopia
ACC0000505,P059972,Person,BNK010,Current,ETB,2022-02-18,,Active,32359,Jimma,Ethiopia
ACC0000506,C01537,Company,BNK019,Mobile Money,ETB,2024-05-04,,Active,76383,Mekelle,Ethiopia
ACC0000507,P024086,Person,BNK020,Current,ETB,2025-07-30,,Active,6251,Bishoftu,Ethiopia
ACC0000508,P068597,Person,BNK005,Mobile Money,ETB,2022-09-30,,Active,4769,Hosaena,Ethiopia
ACC0000509,P075794,Person,BNK013,Current,ETB,2022-04-15,,Active,11290,Bahir Dar,Ethiopia
ACC0000510,P056969,Person,BNK004,Business,ETB,2025-05-27,,Active,59085,Gondar,Ethiopia
ACC0000511,P090793,Person,BNK012,Savings,ETB,2023-05-26,2025-12-12,Closed,5991,Addis Ababa,Ethiopia
ACC0000512,P032815,Person,BNK003,Business,ETB,2023-07-22,,Active,22456,Addis Ababa,Ethiopia
ACC0000513,P021719,Person,BNK009,Fixed Deposit,ETB,2022-01-14,,Active,43049,Dilla,Ethiopia
ACC0000514,P006641,Person,BNK007,Business,GBP,2023-08-31,,Active,74733,Bahir Dar,Ethiopia
ACC0000515,C04648,Company,BNK014,Business,ETB,2023-03-21,,Closed,149681,Bishoftu,Ethiopia
ACC0000516,P084457,Person,BNK015,Fixed Deposit,ETB,2025-08-14,,Active,19859,Dire Dawa,Ethiopia
ACC0000517,P091478,Person,BNK009,Fixed Deposit,CHF,2022-05-25,,Active,139981,Arba Minch,Ethiopia
ACC0000518,P082962,Person,BNK013,Mobile Money,ETB,2022-04-11,,Active,12184,Jimma,Ethiopia
ACC0000519,P051279,Person,BNK015,Business,ETB,2025-02-04,,Active,62399,Addis Ababa,Ethiopia
ACC0000520,P024172,Person,BNK002,Business,ETB,2022-05-10,,Active,5870,Mekelle,Ethiopia
ACC0000521,P063760,Person,BNK002,Current,ETB,2024-09-26,,Active,20129,Hawassa,Ethiopia
ACC0000522,P044385,Person,BNK005,Current,ETB,2025-03-30,,Active,4369,Dire Dawa,Ethiopia
ACC0000523,P021031,Person,BNK019,Current,ETB,2024-03-16,,Active,51840,Mekelle,Ethiopia
ACC0000524,P091593,Person,BNK001,Mobile Money,ETB,2023-08-13,,Closed,3148,Gondar,Ethiopia
ACC0000525,P046522,Person,BNK002,Current,ETB,2025-01-20,,Active,112801,Jijiga,Ethiopia
ACC0000526,P083980,Person,BNK013,Business,ETB,2025-01-27,,Active,17612,Addis Ababa,Ethiopia
ACC0000527,P019734,Person,BNK011,Current,ETB,2023-07-09,2025-09-28,Closed,27523,Bahir Dar,Ethiopia
ACC0000528,C05767,Company,BNK016,Savings,ETB,2022-10-30,,Closed,6762,Dessie,Ethiopia
ACC0000529,C08187,Company,BNK016,Mobile Money,ETB,2024-01-02,,Active,39166,Addis Ababa,Ethiopia
ACC0000530,C08981,Company,BNK008,Fixed Deposit,ETB,2023-08-22,,Active,18536,Hawassa,Ethiopia
ACC0000531,P066510,Person,BNK008,Mobile Money,ETB,2025-03-13,,Active,54022,Addis Ababa,Ethiopia
ACC0000532,P049224,Person,BNK017,Current,ETB,2022-12-26,,Active,35481,Dire Dawa,Ethiopia
ACC0000533,P013186,Person,BNK010,Fixed Deposit,ETB,2022-02-03,2023-06-12,Closed,31480,Addis Ababa,Ethiopia
ACC0000534,C06349,Company,BNK014,Business,ETB,2025-09-01,,Active,16237,Addis Ababa,Ethiopia
ACC0000535,P030135,Person,BNK012,Business,ETB,2022-05-08,,Frozen,302092,Hawassa,Ethiopia
ACC0000536,P013262,Person,BNK007,Fixed Deposit,EUR,2025-06-25,,Active,49547,Bishoftu,Ethiopia
ACC0000537,C01045,Company,BNK013,Business,ETB,2022-06-02,,Active,10955,Jimma,Ethiopia
ACC0000538,C01398,Company,BNK003,Mobile Money,ETB,2025-05-14,,Active,10108,Dire Dawa,Ethiopia
ACC0000539,P005791,Person,BNK009,Savings,ETB,2023-06-27,,Closed,13349,Bishoftu,Ethiopia
ACC0000540,P078226,Person,BNK020,Savings,ETB,2022-11-18,,Active,5806,Addis Ababa,Ethiopia
ACC0000541,P095166,Person,BNK013,Business,ETB,2022-11-04,,Active,3206,Hawassa,Ethiopia
ACC0000542,P092774,Person,BNK014,Current,ETB,2024-06-22,,Active,2843,Addis Ababa,Ethiopia
ACC0000543,P033582,Person,BNK016,Mobile Money,ETB,2025-12-29,,Active,2884,Dessie,Ethiopia
ACC0000544,P010602,Person,BNK003,Business,ETB,2025-01-23,,Dormant,15672,Adama,Ethiopia
ACC0000545,P044263,Person,BNK007,Mobile Money,ETB,2022-08-04,,Active,11064,Dilla,Ethiopia
ACC0000546,P012500,Person,BNK001,Savings,ETB,2022-02-24,,Active,6932,Addis Ababa,Ethiopia
ACC0000547,C06111,Company,BNK018,Current,ETB,2024-03-01,,Active,7656,Hawassa,Ethiopia
ACC0000548,P061220,Person,BNK005,Savings,ETB,2025-02-02,,Active,11137,Asella,Ethiopia
ACC0000549,P041736,Person,BNK004,Fixed Deposit,ETB,2024-11-17,2025-05-09,Closed,14478,Addis Ababa,Ethiopia
ACC0000550,C08599,Company,BNK017,Current,ETB,2025-06-06,,Active,14543,Mekelle,Ethiopia
ACC0000551,P007657,Person,BNK018,Mobile Money,USD,2023-02-08,,Active,13260,Hawassa,Ethiopia
ACC0000552,C09798,Company,BNK011,Business,ETB,2023-12-20,,Active,4064,Addis Ababa,Ethiopia
ACC0000553,P030857,Person,BNK020,Business,ETB,2024-04-10,,Active,12763,Dire Dawa,Ethiopia
ACC0000554,P088302,Person,BNK004,Mobile Money,ETB,2023-04-16,,Active,19029,Addis Ababa,Ethiopia
ACC0000555,P016588,Person,BNK005,Fixed Deposit,ETB,2024-10-29,,Active,3681,Dilla,Ethiopia
ACC0000556,P047462,Person,BNK005,Mobile Money,ETB,2024-10-27,,Active,8479,Adama,Ethiopia
ACC0000557,C02523,Company,BNK017,Business,ETB,2025-07-05,2025-10-01,Closed,26299,Mekelle,Ethiopia
ACC0000558,P088376,Person,BNK016,Fixed Deposit,ETB,2025-08-30,,Active,17732,Hosaena,Ethiopia
ACC0000559,P011613,Person,BNK006,Mobile Money,ETB,2024-07-14,,Active,35706,Addis Ababa,Ethiopia
ACC0000560,P027171,Person,BNK020,Business,ETB,2024-06-29,,Active,15622,Addis Ababa,Ethiopia
ACC0000561,C02976,Company,BNK003,Current,ETB,2023-05-28,,Active,8408,Arba Minch,Ethiopia
ACC0000562,C04146,Company,BNK015,Fixed Deposit,ETB,2023-12-28,,Active,6803,Addis Ababa,Ethiopia
ACC0000563,C07001,Company,BNK006,Fixed Deposit,ETB,2024-10-29,,Active,3787,Dire Dawa,Ethiopia
ACC0000564,P070051,Person,BNK009,Savings,ETB,2023-10-03,,Active,1011,Hosaena,Ethiopia
ACC0000565,P038762,Person,BNK015,Business,ETB,2023-09-12,,Closed,93159,Gondar,Ethiopia
ACC0000566,C01096,Company,BNK013,Business,ETB,2022-03-01,,Closed,41465,Hawassa,Ethiopia
ACC0000567,P020200,Person,BNK008,Fixed Deposit,ETB,2022-12-17,,Active,28338,Mekelle,Ethiopia
ACC0000568,P031291,Person,BNK013,Current,ETB,2024-01-09,,Active,4929,Bishoftu,Ethiopia
ACC0000569,P080477,Person,BNK010,Fixed Deposit,ETB,2024-02-29,2024-04-12,Closed,3020,Dire Dawa,Ethiopia
ACC0000570,P080018,Person,BNK007,Mobile Money,ETB,2025-06-16,2025-08-28,Closed,97609,Dire Dawa,Ethiopia
ACC0000571,P086207,Person,BNK012,Current,CHF,2025-08-14,,Active,24691,Jimma,Ethiopia
ACC0000572,P067736,Person,BNK006,Fixed Deposit,ETB,2023-04-12,,Active,99889,Addis Ababa,Ethiopia
ACC0000573,C02179,Company,BNK020,Fixed Deposit,ETB,2023-08-15,,Active,27369,Addis Ababa,Ethiopia
ACC0000574,P025821,Person,BNK010,Business,ETB,2022-12-30,,Active,186318,Shashamane,Ethiopia
ACC0000575,P071500,Person,BNK006,Savings,ETB,2024-11-15,,Frozen,40005,Addis Ababa,Ethiopia
ACC0000576,P036532,Person,BNK019,Business,ETB,2022-04-10,,Frozen,27190,Hawassa,Ethiopia
ACC0000577,P029236,Person,BNK009,Mobile Money,ETB,2022-10-07,,Active,8626,Dire Dawa,Ethiopia
ACC0000578,P096724,Person,BNK012,Current,GBP,2024-02-05,,Active,30308,Addis Ababa,Ethiopia
ACC0000579,P036394,Person,BNK017,Current,ETB,2025-05-21,,Active,6265,Addis Ababa,Ethiopia
ACC0000580,P021693,Person,BNK011,Current,ETB,2023-02-03,,Closed,64852,Mekelle,Ethiopia
ACC0000581,P067987,Person,BNK005,Fixed Deposit,ETB,2024-11-21,,Active,54488,Addis Ababa,Ethiopia
ACC0000582,P004961,Person,BNK001,Mobile Money,ETB,2025-03-13,,Closed,92575,Addis Ababa,Ethiopia
ACC0000583,P066350,Person,BNK020,Mobile Money,GBP,2024-03-19,,Active,3445,Gondar,Ethiopia
ACC0000584,P055333,Person,BNK005,Fixed Deposit,ETB,2025-11-22,,Active,15223,Mekelle,Ethiopia
ACC0000585,P088733,Person,BNK014,Business,ETB,2024-01-16,,Active,47961,Addis Ababa,Ethiopia
ACC0000586,P059860,Person,BNK001,Business,ETB,2022-09-02,,Active,2814,Addis Ababa,Ethiopia
ACC0000587,P017198,Person,BNK008,Mobile Money,ETB,2023-05-15,2024-04-04,Closed,29426,Addis Ababa,Ethiopia
ACC0000588,C06291,Company,BNK007,Business,ETB,2022-11-16,,Active,5443,Addis Ababa,Ethiopia
ACC0000589,P011667,Person,BNK005,Business,ETB,2023-11-28,,Dormant,86042,Addis Ababa,Ethiopia
ACC0000590,P091579,Person,BNK010,Savings,ETB,2023-10-21,,Active,47979,Adama,Ethiopia
ACC0000591,P091202,Person,BNK007,Savings,GBP,2023-12-01,,Active,2151,Addis Ababa,Ethiopia
ACC0000592,P081171,Person,BNK020,Savings,ETB,2025-04-28,,Active,67780,Addis Ababa,Ethiopia
ACC0000593,P036513,Person,BNK005,Business,ETB,2024-05-27,,Active,20009,Dire Dawa,Ethiopia
ACC0000594,C01116,Company,BNK017,Savings,ETB,2024-02-28,2025-09-18,Closed,54333,Hawassa,Ethiopia
ACC0000595,P059531,Person,BNK008,Savings,ETB,2022-06-24,2025-06-28,Closed,33550,Hosaena,Ethiopia
ACC0000596,C07525,Company,BNK008,Business,ETB,2022-03-16,,Active,20000,Addis Ababa,Ethiopia
ACC0000597,C04588,Company,BNK004,Fixed Deposit,ETB,2022-08-22,,Active,8239,Harar,Ethiopia
ACC0000598,C03257,Company,BNK013,Current,ETB,2022-05-23,2023-01-28,Closed,28214,Harar,Ethiopia
ACC0000599,P010450,Person,BNK006,Current,ETB,2022-04-03,,Active,13921,Gondar,Ethiopia
ACC0000600,P032842,Person,BNK007,Mobile Money,ETB,2025-12-27,,Active,2052,Dire Dawa,Ethiopia
ACC0000601,C05425,Company,BNK020,Mobile Money,ETB,2023-11-13,,Closed,10972,Addis Ababa,Ethiopia
ACC0000602,P053272,Person,BNK003,Business,ETB,2022-12-05,,Active,9076,Addis Ababa,Ethiopia
ACC0000603,P065413,Person,BNK006,Fixed Deposit,ETB,2025-04-27,2025-09-10,Closed,2712,Addis Ababa,Ethiopia
ACC0000604,P008106,Person,BNK014,Business,ETB,2025-04-21,,Closed,5039,Addis Ababa,Ethiopia
ACC0000605,P076435,Person,BNK017,Fixed Deposit,ETB,2024-02-15,,Active,36925,Mekelle,Ethiopia
ACC0000606,P020881,Person,BNK015,Mobile Money,ETB,2025-03-07,,Dormant,21269,Adama,Ethiopia
ACC0000607,C09719,Company,BNK001,Savings,ETB,2024-03-06,,Active,8790,Addis Ababa,Ethiopia
ACC0000608,P029121,Person,BNK012,Current,ETB,2022-09-10,,Closed,8224,Bishoftu,Ethiopia
ACC0000609,P091502,Person,BNK012,Business,GBP,2023-07-24,,Active,8119,Dessie,Ethiopia
ACC0000610,C00547,Company,BNK002,Business,ETB,2024-09-24,,Closed,17142,Shashamane,Ethiopia
ACC0000611,C03550,Company,BNK008,Savings,ETB,2023-04-16,,Active,16535,Addis Ababa,Ethiopia
ACC0000612,P042100,Person,BNK004,Mobile Money,ETB,2022-01-17,,Active,1623,Dessie,Ethiopia
ACC0000613,P072856,Person,BNK019,Business,USD,2022-08-18,,Closed,36698,Bishoftu,Ethiopia
ACC0000614,P087669,Person,BNK002,Current,ETB,2025-04-13,,Active,22741,Dessie,Ethiopia
ACC0000615,P013371,Person,BNK002,Mobile Money,ETB,2025-03-16,,Active,20017,Dire Dawa,Ethiopia
ACC0000616,P021251,Person,BNK001,Savings,ETB,2023-02-10,,Active,57422,Addis Ababa,Ethiopia
ACC0000617,P006642,Person,BNK010,Current,AED,2023-01-11,,Active,3986,Addis Ababa,Ethiopia
ACC0000618,C09335,Company,BNK010,Fixed Deposit,ETB,2025-06-16,,Active,3397,Dire Dawa,Ethiopia
ACC0000619,P003665,Person,BNK008,Fixed Deposit,ETB,2023-08-05,,Active,4362,Adama,Ethiopia
ACC0000620,P004618,Person,BNK020,Fixed Deposit,ETB,2024-06-20,,Dormant,89989,Shashamane,Ethiopia
ACC0000621,P070074,Person,BNK019,Current,AED,2023-07-26,,Active,17419,Addis Ababa,Ethiopia
ACC0000622,P013645,Person,BNK011,Business,ETB,2025-04-12,,Dormant,78826,Addis Ababa,Ethiopia
ACC0000623,P047648,Person,BNK011,Savings,ETB,2023-03-12,,Active,127302,Addis Ababa,Ethiopia
ACC0000624,P061349,Person,BNK002,Mobile Money,ETB,2024-05-31,,Closed,4234,Jijiga,Ethiopia
ACC0000625,P073038,Person,BNK018,Current,ETB,2024-11-05,,Closed,81606,Addis Ababa,Ethiopia
ACC0000626,P001253,Person,BNK008,Current,ETB,2025-05-18,,Active,11014,Addis Ababa,Ethiopia
ACC0000627,P095870,Person,BNK013,Business,ETB,2022-12-14,,Active,86761,Jimma,Ethiopia
ACC0000628,P026068,Person,BNK009,Business,ETB,2022-04-15,,Active,9024,Mekelle,Ethiopia
ACC0000629,C05384,Company,BNK011,Fixed Deposit,ETB,2024-11-12,,Active,14448,Bishoftu,Ethiopia
ACC0000630,P028530,Person,BNK014,Business,ETB,2025-08-27,,Closed,46895,Jijiga,Ethiopia
ACC0000631,C04209,Company,BNK004,Business,ETB,2025-10-18,,Active,35212,Addis Ababa,Ethiopia
ACC0000632,P001877,Person,BNK007,Mobile Money,ETB,2022-10-13,2023-08-03,Closed,71192,Hosaena,Ethiopia
ACC0000633,P058729,Person,BNK007,Current,ETB,2025-02-03,,Closed,13197,Adama,Ethiopia
ACC0000634,P031717,Person,BNK020,Mobile Money,ETB,2025-02-19,2025-09-11,Closed,23603,Jimma,Ethiopia
ACC0000635,P041284,Person,BNK007,Savings,ETB,2022-11-30,,Active,67909,Addis Ababa,Ethiopia
ACC0000636,P073148,Person,BNK004,Current,ETB,2023-02-28,,Active,4778,Harar,Ethiopia
ACC0000637,P010238,Person,BNK001,Savings,ETB,2023-05-26,,Active,64568,Jijiga,Ethiopia
ACC0000638,P043021,Person,BNK005,Current,ETB,2024-01-02,,Active,17583,Dire Dawa,Ethiopia
ACC0000639,P069759,Person,BNK012,Current,ETB,2022-02-11,,Active,49188,Jimma,Ethiopia
ACC0000640,P035812,Person,BNK007,Business,ETB,2025-10-15,,Active,25701,Sodo,Ethiopia
ACC0000641,P012526,Person,BNK012,Mobile Money,ETB,2024-04-24,,Active,39511,Addis Ababa,Ethiopia
ACC0000642,P081145,Person,BNK019,Current,ETB,2025-09-04,,Closed,62281,Hawassa,Ethiopia
ACC0000643,C05743,Company,BNK020,Fixed Deposit,ETB,2024-02-28,,Active,27166,Addis Ababa,Ethiopia
ACC0000644,P069410,Person,BNK001,Current,ETB,2022-02-23,,Active,18179,Addis Ababa,Ethiopia
ACC0000645,C00440,Company,BNK010,Current,ETB,2022-10-20,,Closed,4373,Dessie,Ethiopia
ACC0000646,P059868,Person,BNK019,Mobile Money,ETB,2023-11-03,,Frozen,3034,Adama,Ethiopia
ACC0000647,P046846,Person,BNK008,Current,USD,2023-02-20,,Active,60373,Addis Ababa,Ethiopia
ACC0000648,C06458,Company,BNK005,Mobile Money,ETB,2024-06-13,,Active,89320,Hawassa,Ethiopia
ACC0000649,P028007,Person,BNK002,Savings,ETB,2025-06-27,,Active,4911,Hosaena,Ethiopia
ACC0000650,P003729,Person,BNK018,Savings,ETB,2023-10-14,2025-05-22,Closed,11794,Bishoftu,Ethiopia
ACC0000651,C09885,Company,BNK007,Savings,ETB,2024-05-29,,Active,8156,Dessie,Ethiopia
ACC0000652,P050764,Person,BNK002,Current,ETB,2022-07-13,,Active,272722,Jijiga,Ethiopia
ACC0000653,C01720,Company,BNK015,Savings,ETB,2024-01-11,,Closed,11633,Addis Ababa,Ethiopia
ACC0000654,C05637,Company,BNK020,Fixed Deposit,ETB,2024-09-15,,Closed,18807,Harar,Ethiopia
ACC0000655,P030524,Person,BNK011,Current,ETB,2022-08-17,,Active,10366,Addis Ababa,Ethiopia
ACC0000656,P033464,Person,BNK014,Business,ETB,2023-09-13,2024-12-29,Closed,7994,Addis Ababa,Ethiopia
ACC0000657,P070474,Person,BNK019,Savings,ETB,2022-11-12,,Active,22960,Arba Minch,Ethiopia
ACC0000658,C08688,Company,BNK012,Mobile Money,GBP,2025-11-21,,Active,34174,Jimma,Ethiopia
ACC0000659,P010840,Person,BNK011,Business,ETB,2022-03-24,,Closed,7992,Adama,Ethiopia
ACC0000660,P038595,Person,BNK004,Savings,ETB,2023-01-07,,Active,3162,Hawassa,Ethiopia
ACC0000661,C08049,Company,BNK011,Business,ETB,2023-05-19,2024-02-19,Closed,50540,Addis Ababa,Ethiopia
ACC0000662,P099551,Person,BNK002,Business,ETB,2023-07-14,,Closed,17637,Shashamane,Ethiopia
ACC0000663,P062551,Person,BNK012,Savings,ETB,2025-05-11,,Dormant,35837,Addis Ababa,Ethiopia
ACC0000664,P095622,Person,BNK002,Current,ETB,2022-10-21,,Frozen,18126,Addis Ababa,Ethiopia
ACC0000665,P037080,Person,BNK020,Business,ETB,2025-09-01,,Active,39616,Hawassa,Ethiopia
ACC0000666,P073221,Person,BNK001,Mobile Money,ETB,2025-01-08,,Closed,23331,Gondar,Ethiopia
ACC0000667,P094099,Person,BNK003,Current,ETB,2024-08-07,2025-07-16,Closed,6602,Nekemte,Ethiopia
ACC0000668,P024988,Person,BNK008,Current,USD,2023-01-18,,Active,53789,Addis Ababa,Ethiopia
ACC0000669,P093646,Person,BNK005,Savings,ETB,2023-12-18,,Closed,19949,Hosaena,Ethiopia
ACC0000670,P002405,Person,BNK002,Savings,ETB,2022-05-22,,Active,24266,Nekemte,Ethiopia
ACC0000671,P089690,Person,BNK013,Business,ETB,2025-03-02,2025-07-02,Closed,2248,Adama,Ethiopia
ACC0000672,P068557,Person,BNK017,Savings,GBP,2025-07-06,,Active,4349,Hawassa,Ethiopia
ACC0000673,P032259,Person,BNK012,Fixed Deposit,USD,2023-02-08,,Active,151877,Debre Birhan,Ethiopia
ACC0000674,C05383,Company,BNK005,Current,ETB,2024-09-03,,Dormant,6595,Hawassa,Ethiopia
ACC0000675,P003177,Person,BNK019,Current,ETB,2022-03-22,,Active,6807,Addis Ababa,Ethiopia
ACC0000676,P018711,Person,BNK007,Current,ETB,2022-01-04,,Active,15755,Addis Ababa,Ethiopia
ACC0000677,P021240,Person,BNK015,Fixed Deposit,ETB,2023-03-27,,Closed,15701,Gondar,Ethiopia
ACC0000678,P029056,Person,BNK015,Fixed Deposit,ETB,2025-07-14,2025-11-07,Closed,8173,Addis Ababa,Ethiopia
ACC0000679,P070645,Person,BNK009,Business,ETB,2024-08-26,,Active,2598,Hawassa,Ethiopia
ACC0000680,P067234,Person,BNK005,Current,ETB,2023-06-19,,Active,25652,Adama,Ethiopia
ACC0000681,P085873,Person,BNK020,Current,ETB,2025-12-14,,Active,8145,Bahir Dar,Ethiopia
ACC0000682,P051231,Person,BNK006,Current,ETB,2025-01-26,,Active,18518,Mekelle,Ethiopia
ACC0000683,P069426,Person,BNK012,Current,ETB,2023-05-27,2024-10-10,Closed,5042,Addis Ababa,Ethiopia
ACC0000684,C05404,Company,BNK017,Current,ETB,2022-11-04,,Active,6092,Addis Ababa,Ethiopia
ACC0000685,P068682,Person,BNK007,Savings,ETB,2024-10-14,,Active,1781,Dire Dawa,Ethiopia
ACC0000686,P092219,Person,BNK006,Business,USD,2022-08-14,,Closed,36509,Arba Minch,Ethiopia
ACC0000687,P041921,Person,BNK012,Business,ETB,2024-11-26,,Active,96289,Addis Ababa,Ethiopia
ACC0000688,P027878,Person,BNK009,Business,ETB,2024-09-24,,Closed,49835,Bahir Dar,Ethiopia
ACC0000689,P039201,Person,BNK007,Current,ETB,2024-02-27,,Dormant,31559,Dessie,Ethiopia
ACC0000690,P005914,Person,BNK009,Business,ETB,2022-11-03,,Active,61665,Mekelle,Ethiopia
ACC0000691,P036381,Person,BNK008,Current,ETB,2023-10-19,,Active,16772,Addis Ababa,Ethiopia
ACC0000692,P078992,Person,BNK004,Business,ETB,2025-01-02,,Closed,15751,Addis Ababa,Ethiopia
ACC0000693,C09737,Company,BNK017,Business,ETB,2024-10-03,,Active,47963,Mekelle,Ethiopia
ACC0000694,P040358,Person,BNK013,Savings,ETB,2023-04-24,,Active,14003,Bishoftu,Ethiopia
ACC0000695,P013120,Person,BNK007,Savings,ETB,2025-07-29,,Active,31047,Shashamane,Ethiopia
ACC0000696,P067885,Person,BNK002,Business,ETB,2024-03-12,,Active,10498,Hawassa,Ethiopia
ACC0000697,P070039,Person,BNK013,Mobile Money,ETB,2023-08-07,,Active,31087,Addis Ababa,Ethiopia
ACC0000698,C08486,Company,BNK007,Fixed Deposit,ETB,2024-12-28,,Active,25269,Addis Ababa,Ethiopia
ACC0000699,C09724,Company,BNK008,Business,ETB,2024-01-02,,Active,49806,Addis Ababa,Ethiopia
ACC0000700,P093385,Person,BNK020,Business,ETB,2025-12-20,2026-01-01,Closed,4910,Dire Dawa,Ethiopia
ACC0000701,P017756,Person,BNK005,Fixed Deposit,AED,2025-04-13,,Closed,84954,Sodo,Ethiopia
ACC0000702,P068525,Person,BNK008,Current,ETB,2023-06-20,,Closed,156977,Addis Ababa,Ethiopia
ACC0000703,P045748,Person,BNK013,Current,ETB,2022-07-07,,Closed,4908,Addis Ababa,Ethiopia
ACC0000704,P012872,Person,BNK001,Business,ETB,2025-01-24,,Closed,43135,Jimma,Ethiopia
ACC0000705,P035611,Person,BNK014,Business,AED,2025-09-28,,Closed,85965,Dire Dawa,Ethiopia
ACC0000706,P085407,Person,BNK020,Current,ETB,2023-01-26,,Active,1740,Asella,Ethiopia
ACC0000707,P070812,Person,BNK001,Fixed Deposit,USD,2023-08-12,,Closed,8262,Gondar,Ethiopia
ACC0000708,P008217,Person,BNK018,Mobile Money,ETB,2025-12-08,,Active,2929,Dessie,Ethiopia
ACC0000709,P071593,Person,BNK019,Mobile Money,ETB,2022-05-29,,Active,80251,Addis Ababa,Ethiopia
ACC0000710,C05556,Company,BNK005,Business,ETB,2023-10-07,,Active,14552,Addis Ababa,Ethiopia
ACC0000711,P068108,Person,BNK012,Savings,ETB,2025-06-11,,Dormant,207876,Dessie,Ethiopia
ACC0000712,P097204,Person,BNK008,Mobile Money,ETB,2023-08-27,2025-09-04,Closed,3661,Adama,Ethiopia
ACC0000713,C05051,Company,BNK015,Current,ETB,2023-06-13,,Dormant,19892,Addis Ababa,Ethiopia
ACC0000714,P032829,Person,BNK016,Mobile Money,ETB,2023-08-04,,Active,22121,Addis Ababa,Ethiopia
ACC0000715,C06587,Company,BNK001,Fixed Deposit,ETB,2024-02-09,2024-08-06,Closed,18439,Sodo,Ethiopia
ACC0000716,P058996,Person,BNK018,Business,ETB,2022-03-12,,Closed,202326,Addis Ababa,Ethiopia
ACC0000717,P061184,Person,BNK016,Fixed Deposit,ETB,2024-01-12,2025-07-27,Closed,29184,Addis Ababa,Ethiopia
ACC0000718,P073319,Person,BNK017,Savings,ETB,2024-03-24,2024-12-05,Closed,4651,Jijiga,Ethiopia
ACC0000719,C06488,Company,BNK003,Fixed Deposit,ETB,2022-04-14,,Active,41889,Addis Ababa,Ethiopia
ACC0000720,P094117,Person,BNK015,Mobile Money,ETB,2022-04-22,,Frozen,82767,Bishoftu,Ethiopia
ACC0000721,P067642,Person,BNK001,Current,ETB,2024-07-01,,Active,16559,Nekemte,Ethiopia
ACC0000722,C07830,Company,BNK003,Savings,ETB,2022-08-27,,Active,3360,Mekelle,Ethiopia
ACC0000723,P091593,Person,BNK014,Current,ETB,2025-01-01,,Closed,4360,Adama,Ethiopia
ACC0000724,P060390,Person,BNK007,Fixed Deposit,ETB,2025-08-20,,Active,20076,Gondar,Ethiopia
ACC0000725,P021857,Person,BNK017,Business,ETB,2025-03-07,,Dormant,20908,Hawassa,Ethiopia
ACC0000726,P010264,Person,BNK008,Mobile Money,ETB,2024-07-30,,Active,98875,Addis Ababa,Ethiopia
ACC0000727,P032452,Person,BNK015,Current,ETB,2024-06-23,,Active,8907,Dire Dawa,Ethiopia
ACC0000728,P012753,Person,BNK016,Current,ETB,2022-03-20,,Active,12570,Shashamane,Ethiopia
ACC0000729,P032967,Person,BNK017,Mobile Money,ETB,2025-06-06,,Active,11298,Addis Ababa,Ethiopia
ACC0000730,P097218,Person,BNK011,Mobile Money,ETB,2023-12-10,,Closed,6520,Dire Dawa,Ethiopia
ACC0000731,P000134,Person,BNK004,Savings,ETB,2023-04-24,,Closed,18014,Jimma,Ethiopia
ACC0000732,P021841,Person,BNK008,Current,ETB,2022-05-28,,Closed,11964,Jijiga,Ethiopia
ACC0000733,P088679,Person,BNK007,Mobile Money,EUR,2025-10-16,,Closed,8083,Bahir Dar,Ethiopia
ACC0000734,C05853,Company,BNK004,Business,ETB,2025-06-01,,Active,29236,Bishoftu,Ethiopia
ACC0000735,P009996,Person,BNK004,Business,ETB,2023-07-07,,Active,47897,Harar,Ethiopia
