invoice_id,issuer_id,issuer_type,recipient_id,recipient_type,issue_date,due_date,amount,currency,service_type,status
INV0000551,P008733,Person,P028260,Person,2024-04-19,2024-06-02,13943,ETB,Subscription,Paid
INV0000552,P047918,Person,P003372,Person,2022-06-23,2022-07-15,2482,ETB,Logistics,Pending
INV0000553,P028591,Person,P021093,Person,2022-07-04,2022-07-13,431888,ETB,Training,Paid
INV0000554,P026203,Person,P036827,Person,2023-08-21,2023-10-18,9832,ETB,Equipment Supply,Paid
INV0000555,P023321,Person,P026922,Person,2023-10-31,2023-12-27,42335,ETB,Software Development,Pending
INV0000556,P035565,Person,P039174,Person,2023-12-27,2024-03-15,91714,AED,Export Fee,Paid
INV0000557,P017525,Person,P005153,Person,2022-05-25,2022-06-20,15088,ETB,Consulting,Pending
INV0000558,C03532,Company,P003214,Person,2023-06-07,2023-08-15,2377,ETB,Software Development,Pending
INV0000559,C01865,Company,P049543,Person,2025-04-25,2025-05-13,19701,ETB,Equipment Supply,Paid
INV0000560,C03218,Company,P076664,Person,2025-05-31,2025-06-08,6020,ETB,Software Development,Paid
INV0000561,P076897,Person,P018228,Person,2022-09-27,2022-10-11,19491,USD,Consulting,Paid
INV0000562,P064452,Person,P010880,Person,2024-05-09,2024-07-26,11249,ETB,Subscription,Paid
INV0000563,C04041,Company,P020561,Person,2025-10-26,2025-12-17,13161,ETB,Training,Paid
INV0000564,P025763,Person,P094797,Person,2023-07-08,2023-10-05,2089,ETB,Subscription,Paid
INV0000565,P065050,Person,P089741,Person,2022-12-17,2023-01-04,3047,GBP,Professional Services,Pending
INV0000566,P099521,Person,P017371,Person,2022-06-12,2022-06-21,6569,GBP,Maintenance,Pending
INV0000567,P027118,Person,P017835,Person,2022-12-27,2023-01-14,13751,ETB,Logistics,Paid
INV0000568,P080322,Person,P095087,Person,2025-07-01,2025-09-25,15013,CHF,Maintenance,Paid
INV0000569,C03095,Company,C07414,Company,2022-01-11,2022-03-30,69108,AED,Software Development,Paid
INV0000570,P061042,Person,P097241,Person,2023-05-07,2023-06-11,27649,ETB,Subscription,Paid
INV0000571,P070356,Person,P064075,Person,2024-05-11,2024-05-28,18883,ETB,Professional Services,Paid
INV0000572,P032310,Person,P064260,Person,2024-01-22,2024-02-11,65210,USD,Logistics,Paid
INV0000573,P009618,Person,P091879,Person,2022-11-02,2022-11-23,125274,EUR,Import Duty,Paid
INV0000574,P019983,Person,P056622,Person,2025-06-25,2025-07-19,7328,AED,Export Fee,Paid
INV0000575,P068188,Person,P007267,Person,2024-02-22,2024-03-12,15789,ETB,Import Duty,Paid
INV0000576,P034280,Person,P098412,Person,2023-05-18,2023-08-10,18936,ETB,Import Duty,Pending
INV0000577,P094870,Person,P048733,Person,2024-02-05,2024-03-11,1791,ETB,Maintenance,Paid
INV0000578,P039267,Person,P048054,Person,2024-12-10,2025-02-08,152633,ETB,Professional Services,Paid
INV0000579,P010736,Person,P087633,Person,2025-08-02,2025-09-02,33753,GBP,Subscription,Paid
INV0000580,P082661,Person,P049220,Person,2024-01-20,2024-03-28,129438,EUR,Import Duty,Paid
INV0000581,P020728,Person,P099050,Person,2022-07-22,2022-10-06,8083,AED,Maintenance,Paid
INV0000582,P095747,Person,P032548,Person,2022-09-27,2022-12-19,8207,ETB,Software Development,Pending
INV0000583,C04641,Company,P017006,Person,2025-05-15,2025-07-31,165457,ETB,Logistics,Paid
INV0000584,P050598,Person,P042799,Person,2022-09-24,2022-10-06,71789,ETB,Professional Services,Paid
INV0000585,P024836,Person,P039210,Person,2025-09-13,2025-10-22,17481,ETB,Software Development,Pending
INV0000586,P080260,Person,C08357,Company,2023-09-04,2023-11-14,526535,ETB,Professional Services,Paid
INV0000587,P098264,Person,P008505,Person,2025-11-10,2026-02-03,120977,EUR,Export Fee,Paid
INV0000588,P011116,Person,P026903,Person,2022-01-30,2022-03-08,4050,EUR,Software Development,Paid
INV0000589,C04334,Company,P018806,Person,2022-08-14,2022-09-09,83606,ETB,Export Fee,Paid
INV0000590,P094196,Person,P002066,Person,2025-12-03,2025-12-19,28204,EUR,Export Fee,Paid
INV0000591,P064981,Person,P019679,Person,2022-09-26,2022-10-29,53456,ETB,Professional Services,Paid
INV0000592,P079856,Person,P005968,Person,2024-05-11,2024-06-07,86920,ETB,Professional Services,Paid
INV0000593,P066582,Person,C09723,Company,2024-07-20,2024-09-26,85531,ETB,Professional Services,Overdue
INV0000594,P063314,Person,P031295,Person,2022-06-02,2022-08-29,165257,EUR,Export Fee,Paid
INV0000595,P066083,Person,P058372,Person,2022-10-13,2023-01-10,6194,ETB,Export Fee,Overdue
INV0000596,P030912,Person,P049877,Person,2022-03-12,2022-05-15,60881,ETB,Subscription,Paid
INV0000597,P035213,Person,P035778,Person,2022-09-30,2022-12-15,11821,ETB,Software Development,Paid
INV0000598,P052508,Person,P035381,Person,2023-11-13,2023-11-24,59039,ETB,Import Duty,Pending
INV0000599,P016278,Person,P083274,Person,2025-08-15,2025-09-17,33291,USD,Logistics,Paid
INV0000600,P095218,Person,P022747,Person,2024-04-02,2024-05-01,14942,ETB,Maintenance,Overdue
INV0000601,P082472,Person,P088232,Person,2022-01-29,2022-04-28,32834,ETB,Consulting,Paid
INV0000602,P039580,Person,P033925,Person,2023-07-23,2023-08-15,42997,ETB,Training,Pending
INV0000603,P009001,Person,P004321,Person,2023-11-07,2023-11-26,16429,EUR,Professional Services,Paid
INV0000604,P041625,Person,P019078,Person,2024-12-27,2025-02-21,29399,ETB,Export Fee,Pending
INV0000605,P095040,Person,P025486,Person,2025-08-27,2025-11-11,390014,ETB,Export Fee,Pending
INV0000606,P091336,Person,P032467,Person,2022-04-20,2022-05-06,36457,ETB,Equipment Supply,Pending
INV0000607,P094827,Person,C08471,Company,2025-10-23,2025-12-28,134978,ETB,Consulting,Pending
INV0000608,P000828,Person,P089919,Person,2024-08-20,2024-09-06,184114,ETB,Software Development,Paid
INV0000609,P053966,Person,P045742,Person,2024-06-26,2024-08-24,115798,EUR,Subscription,Overdue
INV0000610,C03349,Company,P097199,Person,2025-06-01,2025-06-30,5355,ETB,Export Fee,Overdue
INV0000611,P013309,Person,P037581,Person,2023-08-29,2023-09-08,29087,USD,Training,Pending
INV0000612,P000479,Person,P085447,Person,2024-08-04,2024-09-29,11588,EUR,Consulting,Paid
INV0000613,C07283,Company,P030637,Person,2024-07-20,2024-09-24,18456,USD,Consulting,Overdue
INV0000614,P069240,Person,P056556,Person,2024-10-16,2024-12-12,86834,ETB,Maintenance,Paid
INV0000615,P005178,Person,P083314,Person,2024-12-16,2025-03-04,7217,ETB,Consulting,Paid
INV0000616,P096512,Person,P006866,Person,2022-06-25,2022-09-18,9611,ETB,Import Duty,Paid
INV0000617,P027694,Person,P075856,Person,2022-06-18,2022-07-06,59252,ETB,Logistics,Paid
INV0000618,P073379,Person,P014710,Person,2022-12-02,2023-01-12,20865,EUR,Logistics,Pending
INV0000619,P041548,Person,P031334,Person,2025-09-12,2025-11-06,11249,ETB,Subscription,Paid
INV0000620,P020203,Person,P063918,Person,2023-04-07,2023-05-25,132945,GBP,Maintenance,Paid
INV0000621,C06967,Company,P007534,Person,2023-12-10,2024-01-11,5091,ETB,Software Development,Paid
INV0000622,P018488,Person,P008017,Person,2024-06-25,2024-08-26,9297,ETB,Training,Paid
INV0000623,P096891,Person,P004196,Person,2024-03-09,2024-03-28,81418,ETB,Software Development,Cancelled
INV0000624,P067082,Person,P039776,Person,2024-02-19,2024-04-04,215252,USD,Equipment Supply,Paid
INV0000625,P011303,Person,P021485,Person,2023-11-20,2024-01-21,17963,ETB,Equipment Supply,Overdue
INV0000626,P014212,Person,P030637,Person,2023-05-08,2023-06-28,7509,ETB,Professional Services,Paid
INV0000627,P072721,Person,P024403,Person,2024-10-21,2024-11-21,15923,CHF,Equipment Supply,Paid
INV0000628,C02651,Company,P099290,Person,2024-07-03,2024-07-20,529,ETB,Maintenance,Overdue
INV0000629,P074497,Person,P087615,Person,2022-11-01,2022-11-23,24697,EUR,Equipment Supply,Paid
INV0000630,P070221,Person,P087068,Person,2024-10-20,2024-12-23,13092,ETB,Training,Pending
INV0000631,P076017,Person,P027830,Person,2024-02-01,2024-04-13,20324,EUR,Training,Cancelled
INV0000632,P093945,Person,P010733,Person,2024-01-16,2024-04-10,438802,ETB,Export Fee,Paid
INV0000633,P060883,Person,P005593,Person,2025-02-22,2025-05-02,2130,ETB,Subscription,Paid
INV0000634,P028806,Person,P028878,Person,2024-03-26,2024-05-13,36102,ETB,Consulting,Paid
INV0000635,P036076,Person,P061951,Person,2022-12-18,2023-01-13,12341,ETB,Training,Paid
INV0000636,P060393,Person,P079986,Person,2023-05-10,2023-05-19,6837,ETB,Import Duty,Pending
INV0000637,P065323,Person,P071416,Person,2022-10-14,2022-12-25,45203,ETB,Equipment Supply,Pending
INV0000638,P012316,Person,P065163,Person,2023-02-03,2023-03-13,27194,ETB,Equipment Supply,Paid
INV0000639,P086994,Person,P012376,Person,2025-09-14,2025-11-25,1647,ETB,Professional Services,Paid
INV0000640,P074493,Person,P031658,Person,2024-05-03,2024-05-25,55994,ETB,Logistics,Paid
INV0000641,C08761,Company,P084679,Person,2022-09-18,2022-11-01,11814,ETB,Consulting,Paid
INV0000642,P093554,Person,C02152,Company,2024-06-18,2024-09-04,34403,GBP,Import Duty,Paid
INV0000643,P063018,Person,P044927,Person,2023-11-23,2023-12-28,37422,USD,Logistics,Paid
INV0000644,P070991,Person,P076049,Person,2024-11-12,2025-01-30,89692,ETB,Import Duty,Paid
INV0000645,P057672,Person,P076276,Person,2022-10-17,2022-10-28,26517,ETB,Logistics,Paid
INV0000646,P097032,Person,P076631,Person,2025-12-02,2025-12-23,93173,ETB,Software Development,Paid
INV0000647,P057327,Person,P068236,Person,2025-04-24,2025-05-29,3578,ETB,Training,Pending
INV0000648,P083505,Person,P021023,Person,2023-02-08,2023-02-26,13937,ETB,Maintenance,Cancelled
INV0000649,C07273,Company,P095537,Person,2025-01-09,2025-03-29,32228,AED,Subscription,Paid
INV0000650,C01630,Company,P078423,Person,2024-08-17,2024-10-07,63128,USD,Professional Services,Pending
INV0000651,P087788,Person,P062961,Person,2022-11-06,2022-12-07,129254,ETB,Import Duty,Paid
INV0000652,P019208,Person,P045267,Person,2025-08-10,2025-09-13,6739,EUR,Software Development,Pending
INV0000653,P092989,Person,P079137,Person,2025-09-28,2025-12-04,36592,ETB,Training,Paid
INV0000654,P047263,Person,P099544,Person,2025-06-08,2025-07-01,62317,ETB,Professional Services,Paid
INV0000655,P070927,Person,P094133,Person,2025-10-14,2026-01-04,159226,ETB,Training,Paid
INV0000656,P011102,Person,P088255,Person,2025-09-09,2025-11-24,2664,ETB,Export Fee,Paid
INV0000657,P080423,Person,C01675,Company,2025-04-14,2025-07-06,2223,USD,Import Duty,Paid
INV0000658,P054821,Person,P043541,Person,2025-02-18,2025-04-12,6581,ETB,Logistics,Paid
INV0000659,P068918,Person,P032000,Person,2022-04-16,2022-05-21,43710,ETB,Equipment Supply,Paid
INV0000660,C06189,Company,P053057,Person,2023-01-15,2023-02-22,57754,ETB,Training,Paid
INV0000661,C06104,Company,P002248,Person,2022-01-13,2022-03-13,5780,ETB,Import Duty,Paid
INV0000662,P021229,Person,C00514,Company,2023-07-21,2023-09-23,5896,ETB,Subscription,Paid
INV0000663,P076225,Person,P082771,Person,2022-07-10,2022-09-10,5364,ETB,Subscription,Overdue
INV0000664,P080638,Person,P034500,Person,2025-05-05,2025-07-10,33384,ETB,Import Duty,Paid
INV0000665,C04731,Company,P062040,Person,2025-02-25,2025-04-21,15412,USD,Equipment Supply,Overdue
INV0000666,P082498,Person,P050037,Person,2022-07-12,2022-09-26,27049,ETB,Export Fee,Paid
INV0000667,P063429,Person,P065754,Person,2022-06-02,2022-07-30,2886,ETB,Import Duty,Paid
INV0000668,P075969,Person,P073456,Person,2023-10-31,2023-11-18,1639,ETB,Subscription,Paid
INV0000669,P000209,Person,P070896,Person,2025-09-22,2025-10-02,36217,ETB,Maintenance,Overdue
INV0000670,P023354,Person,P015202,Person,2022-10-23,2023-01-11,11266,USD,Professional Services,Paid
INV0000671,P054892,Person,P088025,Person,2023-10-19,2023-11-23,53882,ETB,Import Duty,Pending
INV0000672,P015552,Person,P025167,Person,2022-11-29,2022-12-28,15311,ETB,Equipment Supply,Paid
INV0000673,P099476,Person,P074497,Person,2024-07-09,2024-07-31,34143,ETB,Logistics,Paid
INV0000674,P084878,Person,P071330,Person,2023-08-13,2023-09-23,173714,ETB,Import Duty,Paid
INV0000675,P049608,Person,P012325,Person,2022-02-26,2022-04-09,8124,USD,Export Fee,Paid
INV0000676,P076637,Person,P009346,Person,2022-06-22,2022-07-22,12163,ETB,Maintenance,Cancelled
INV0000677,P009218,Person,P067002,Person,2025-09-12,2025-11-12,118151,GBP,Export Fee,Paid
INV0000678,P059269,Person,P003170,Person,2023-09-09,2023-11-03,3315,ETB,Training,Paid
INV0000679,P094264,Person,C05513,Company,2025-06-01,2025-08-08,46963,USD,Subscription,Paid
INV0000680,P024139,Person,P067252,Person,2023-10-03,2023-11-14,10073,ETB,Equipment Supply,Paid
INV0000681,P048552,Person,P062726,Person,2025-07-09,2025-09-08,14824,ETB,Software Development,Paid
INV0000682,P019087,Person,P013350,Person,2022-03-29,2022-04-19,24828,ETB,Equipment Supply,Paid
INV0000683,C08315,Company,C07084,Company,2024-02-12,2024-04-24,79792,ETB,Import Duty,Paid
INV0000684,P058016,Person,P000286,Person,2022-08-18,2022-09-15,7107,ETB,Consulting,Paid
INV0000685,P099545,Person,P059129,Person,2025-05-19,2025-07-26,1118,USD,Equipment Supply,Overdue
INV0000686,C06404,Company,P095922,Person,2024-07-15,2024-08-23,26001,GBP,Subscription,Paid
INV0000687,C09993,Company,P079575,Person,2022-05-07,2022-06-13,3853,AED,Equipment Supply,Paid
INV0000688,C03444,Company,C09794,Company,2025-02-07,2025-04-10,82608,ETB,Equipment Supply,Paid
INV0000689,P018178,Person,P058710,Person,2022-12-07,2022-12-27,80156,USD,Import Duty,Pending
INV0000690,P043563,Person,P014136,Person,2022-10-05,2022-10-29,45709,ETB,Subscription,Paid
INV0000691,P047729,Person,P086774,Person,2025-03-16,2025-05-31,13905,ETB,Consulting,Paid
INV0000692,P001296,Person,P076477,Person,2022-07-10,2022-07-21,26494,ETB,Software Development,Overdue
INV0000693,P017297,Person,P040361,Person,2022-04-09,2022-04-16,66291,ETB,Consulting,Paid
INV0000694,P007412,Person,P059488,Person,2024-06-05,2024-06-13,33852,ETB,Maintenance,Pending
INV0000695,P087631,Person,P083755,Person,2024-01-18,2024-02-16,27873,ETB,Import Duty,Cancelled
INV0000696,P074253,Person,P071450,Person,2025-05-21,2025-08-16,4438,ETB,Import Duty,Paid
INV0000697,P015586,Person,C09354,Company,2024-07-22,2024-10-05,28171,GBP,Maintenance,Overdue
INV0000698,P055367,Person,P014153,Person,2023-11-20,2024-01-10,336528,ETB,Consulting,Cancelled
INV0000699,P055437,Person,P017248,Person,2024-03-14,2024-05-03,2475,USD,Training,Pending
INV0000700,P095313,Person,P011032,Person,2023-08-03,2023-08-25,30437,ETB,Professional Services,Paid
INV0000701,P041465,Person,P010809,Person,2024-10-23,2024-12-24,90576,ETB,Equipment Supply,Paid
INV0000702,P037283,Person,P066282,Person,2025-07-30,2025-10-21,17332,ETB,Consulting,Paid
INV0000703,P087660,Person,P013240,Person,2023-06-20,2023-06-29,7342,GBP,Software Development,Paid
INV0000704,P006651,Person,P016303,Person,2023-05-28,2023-07-26,5985,USD,Export Fee,Paid
INV0000705,P057267,Person,P012859,Person,2023-07-11,2023-08-23,87470,ETB,Import Duty,Paid
INV0000706,P030414,Person,P082480,Person,2024-08-12,2024-09-05,9227,ETB,Maintenance,Paid
INV0000707,P015517,Person,P051105,Person,2023-09-05,2023-10-29,25584,ETB,Software Development,Paid
INV0000708,P021093,Person,P012733,Person,2023-08-06,2023-10-10,77234,ETB,Logistics,Paid
INV0000709,P095476,Person,C07151,Company,2023-07-19,2023-09-24,1487,ETB,Maintenance,Paid
INV0000710,P008292,Person,P072335,Person,2025-07-29,2025-08-05,7364,CHF,Logistics,Paid
INV0000711,P000946,Person,P089992,Person,2024-05-18,2024-07-19,11062,USD,Training,Paid
INV0000712,P068916,Person,P032323,Person,2022-12-19,2023-02-24,8485,USD,Export Fee,Pending
INV0000713,P081667,Person,P086859,Person,2023-10-19,2024-01-15,39256,USD,Logistics,Overdue
INV0000714,P036439,Person,C08543,Company,2022-06-25,2022-08-05,13980,ETB,Export Fee,Paid
INV0000715,P007807,Person,P099604,Person,2025-11-05,2026-01-17,103872,USD,Professional Services,Paid
INV0000716,P040715,Person,P011933,Person,2023-11-07,2024-02-03,799541,ETB,Maintenance,Paid
INV0000717,P011341,Person,P092967,Person,2023-11-24,2024-01-16,41919,ETB,Equipment Supply,Paid
INV0000718,P007244,Person,P055768,Person,2022-06-27,2022-08-09,2823,GBP,Import Duty,Paid
INV0000719,P004540,Person,P044772,Person,2025-12-31,2026-01-26,463095,GBP,Consulting,Paid
INV0000720,P015624,Person,P011791,Person,2025-04-21,2025-05-27,42324,EUR,Import Duty,Paid
INV0000721,P012634,Person,P004131,Person,2023-04-16,2023-07-07,3614,ETB,Maintenance,Pending
INV0000722,P039890,Person,P041313,Person,2023-10-23,2023-11-20,156923,EUR,Training,Pending
INV0000723,P014578,Person,P089228,Person,2023-08-11,2023-09-17,4007,ETB,Subscription,Pending
INV0000724,P066732,Person,P012627,Person,2022-01-31,2022-02-24,28314,ETB,Software Development,Paid
INV0000725,P051372,Person,P037173,Person,2024-09-13,2024-10-06,23027,USD,Maintenance,Paid
INV0000726,C07721,Company,P043300,Person,2024-03-20,2024-06-16,98461,ETB,Logistics,Paid
INV0000727,P061809,Person,P095854,Person,2024-07-04,2024-09-20,7799,ETB,Import Duty,Paid
INV0000728,P089335,Person,P038460,Person,2023-07-31,2023-10-05,72405,ETB,Subscription,Paid
INV0000729,C05029,Company,P053704,Person,2024-10-05,2024-12-07,94079,ETB,Consulting,Paid
INV0000730,P059390,Person,P036964,Person,2025-01-03,2025-03-14,13196,GBP,Logistics,Paid
INV0000731,P027409,Person,P005026,Person,2024-01-18,2024-03-21,9675,ETB,Consulting,Overdue
INV0000732,P024432,Person,P039853,Person,2024-01-09,2024-01-17,3160,ETB,Subscription,Overdue
INV0000733,P040656,Person,P057801,Person,2024-11-27,2025-02-01,6959,USD,Equipment Supply,Paid
INV0000734,P018535,Person,P009802,Person,2022-12-20,2023-01-03,553891,ETB,Import Duty,Paid
INV0000735,P089416,Person,P028964,Person,2022-01-18,2022-03-29,37091,AED,Training,Overdue
INV0000736,P048547,Person,C02573,Company,2022-11-21,2023-02-10,16619,ETB,Training,Paid
INV0000737,P022049,Person,P009160,Person,2024-01-29,2024-03-09,4285,ETB,Professional Services,Cancelled
INV0000738,P040279,Person,P056486,Person,2024-09-02,2024-10-10,7036,ETB,Subscription,Paid
INV0000739,P042908,Person,C05175,Company,2025-01-02,2025-03-09,3374,USD,Equipment Supply,Paid
INV0000740,C01329,Company,P023145,Person,2022-09-08,2022-10-27,46612,ETB,Consulting,Paid
INV0000741,P020942,Person,P025110,Person,2022-12-29,2023-03-20,4051,ETB,Consulting,Overdue
INV0000742,P052859,Person,P033021,Person,2023-01-30,2023-04-14,500,ETB,Training,Paid
INV0000743,P030634,Person,P099515,Person,2022-08-13,2022-09-21,5932,ETB,Logistics,Paid
INV0000744,P073160,Person,P083182,Person,2024-09-23,2024-10-21,15655,ETB,Logistics,Paid
INV0000745,P012757,Person,P040100,Person,2024-11-13,2025-01-01,23289,ETB,Software Development,Pending
INV0000746,P022557,Person,P031407,Person,2025-12-22,2026-02-26,35425,ETB,Export Fee,Paid
INV0000747,P047836,Person,P010955,Person,2022-01-29,2022-02-16,22211,ETB,Subscription,Paid
INV0000748,P022009,Person,P074629,Person,2025-01-31,2025-03-14,81822,ETB,Training,Paid
INV0000749,C02425,Company,P014954,Person,2024-01-02,2024-03-26,30222,AED,Logistics,Paid
INV0000750,P051030,Person,P035158,Person,2025-03-12,2025-05-07,63902,ETB,Subscription,Paid
INV0000751,P048865,Person,P052183,Person,2024-02-27,2024-05-17,975,ETB,Maintenance,Paid
INV0000752,P032123,Person,P026044,Person,2022-11-21,2023-01-16,500,ETB,Consulting,Paid
INV0000753,P012279,Person,P056162,Person,2024-10-19,2024-12-04,13222,USD,Logistics,Paid
INV0000754,P009832,Person,C05639,Company,2022-03-05,2022-03-17,28687,EUR,Professional Services,Paid
INV0000755,P055886,Person,P047441,Person,2025-02-05,2025-02-19,1029,ETB,Logistics,Pending
INV0000756,P032015,Person,P021593,Person,2023-03-08,2023-04-27,43205,USD,Maintenance,Paid
INV0000757,P096269,Person,P010535,Person,2023-06-24,2023-08-26,21993,ETB,Subscription,Paid
INV0000758,P032787,Person,P055314,Person,2022-09-27,2022-11-06,512,ETB,Professional Services,Pending
INV0000759,P080917,Person,P058797,Person,2023-09-08,2023-10-10,23068,ETB,Consulting,Cancelled
INV0000760,P061623,Person,P066236,Person,2022-06-06,2022-08-18,6584,ETB,Maintenance,Pending
INV0000761,P039575,Person,P004066,Person,2022-09-14,2022-11-05,6353,ETB,Training,Paid
INV0000762,P023207,Person,P052294,Person,2023-12-03,2023-12-23,11106,ETB,Equipment Supply,Paid
INV0000763,P082260,Person,C04722,Company,2024-07-24,2024-08-13,510858,ETB,Software Development,Paid
INV0000764,P078527,Person,P097598,Person,2024-06-05,2024-07-15,834,ETB,Training,Paid
INV0000765,P082944,Person,P050709,Person,2023-02-06,2023-03-16,26220,ETB,Export Fee,Paid
INV0000766,P008802,Person,P022597,Person,2022-03-07,2022-05-30,6122,ETB,Subscription,Pending
INV0000767,P087747,Person,P099247,Person,2025-11-09,2026-01-21,67238,AED,Maintenance,Paid
INV0000768,P010420,Person,P028697,Person,2024-06-21,2024-07-02,51519,ETB,Logistics,Paid
INV0000769,P094806,Person,P086729,Person,2025-09-17,2025-12-04,1382,ETB,Maintenance,Paid
INV0000770,P036728,Person,P095285,Person,2023-05-08,2023-06-10,874,ETB,Equipment Supply,Paid
INV0000771,P002075,Person,C06975,Company,2023-06-08,2023-09-05,6370,ETB,Consulting,Paid
INV0000772,C06317,Company,P000401,Person,2025-10-29,2025-11-09,18782,ETB,Export Fee,Paid
INV0000773,P049215,Person,P087812,Person,2023-01-25,2023-03-17,59218,ETB,Logistics,Cancelled
INV0000774,P053345,Person,P065604,Person,2025-10-17,2025-12-26,26605,ETB,Export Fee,Paid
INV0000775,P034893,Person,P069936,Person,2024-12-18,2025-02-24,12877,ETB,Professional Services,Paid
INV0000776,P009292,Person,P029493,Person,2023-05-03,2023-06-16,8148,ETB,Logistics,Pending
INV0000777,P067612,Person,C02362,Company,2025-04-19,2025-06-25,16911,USD,Software Development,Paid
INV0000778,P061559,Person,P006726,Person,2023-08-08,2023-10-11,874,ETB,Equipment Supply,Cancelled
INV0000779,P027627,Person,P056461,Person,2022-04-12,2022-04-19,6993,ETB,Training,Paid
INV0000780,P007084,Person,P035467,Person,2024-02-28,2024-03-15,7316,ETB,Consulting,Paid
INV0000781,P042948,Person,P065409,Person,2024-10-18,2024-12-05,23453,ETB,Maintenance,Pending
INV0000782,P000133,Person,P012223,Person,2023-04-06,2023-04-30,39560,ETB,Consulting,Cancelled
INV0000783,P078874,Person,P036482,Person,2022-08-11,2022-10-28,2924,ETB,Equipment Supply,Paid
INV0000784,P011838,Person,P079708,Person,2025-05-28,2025-06-29,6349,ETB,Professional Services,Paid
INV0000785,P001041,Person,P060998,Person,2024-01-13,2024-04-04,3851,ETB,Logistics,Paid
INV0000786,P000724,Person,P092300,Person,2023-12-15,2024-02-13,2111,ETB,Professional Services,Overdue
INV0000787,P066520,Person,P092019,Person,2022-11-08,2022-12-22,10414,ETB,Equipment Supply,Paid
INV0000788,P022373,Person,P009256,Person,2025-06-07,2025-07-15,11256,USD,Subscription,Overdue
INV0000789,P086872,Person,P045969,Person,2025-11-13,2025-11-23,10617,AED,Software Development,Paid
INV0000790,P083642,Person,P095662,Person,2023-07-29,2023-08-10,20015,ETB,Professional Services,Paid
INV0000791,P040994,Person,P020790,Person,2023-02-22,2023-03-03,13229,USD,Software Development,Paid
INV0000792,P054547,Person,P071607,Person,2025-12-28,2026-03-08,92324,USD,Import Duty,Paid
INV0000793,P015438,Person,P009882,Person,2024-07-14,2024-08-03,38779,ETB,Export Fee,Paid
INV0000794,P090827,Person,P095008,Person,2023-09-04,2023-11-30,77739,ETB,Software Development,Paid
INV0000795,C01080,Company,P032344,Person,2023-10-06,2023-11-14,4965,ETB,Maintenance,Paid
INV0000796,P096997,Person,P077386,Person,2022-09-24,2022-12-03,94695,USD,Logistics,Paid
INV0000797,P044169,Person,P023121,Person,2022-10-11,2022-12-04,3570,EUR,Training,Pending
INV0000798,P051993,Person,P022315,Person,2025-12-13,2026-02-07,101747,ETB,Logistics,Paid
INV0000799,P034717,Person,P070036,Person,2023-06-24,2023-07-16,44738,CHF,Equipment Supply,Paid
INV0000800,P082462,Person,P071325,Person,2023-05-15,2023-06-08,6533,ETB,Import Duty,Paid
INV0000801,P067449,Person,P018457,Person,2025-11-09,2025-12-23,6171,ETB,Equipment Supply,Overdue
INV0000802,P067662,Person,P005245,Person,2022-12-03,2023-01-26,8177,ETB,Consulting,Paid
INV0000803,P037240,Person,P068501,Person,2025-12-15,2026-01-24,1325,EUR,Professional Services,Paid
INV0000804,P037322,Person,P092679,Person,2023-11-25,2024-02-15,241421,ETB,Professional Services,Paid
INV0000805,P016286,Person,C08080,Company,2024-06-20,2024-08-17,2225,ETB,Maintenance,Paid
INV0000806,P002644,Person,P078128,Person,2023-05-01,2023-05-16,5966,ETB,Consulting,Pending
INV0000807,P006152,Person,P090857,Person,2023-12-20,2024-03-03,4308,ETB,Professional Services,Pending
INV0000808,P098211,Person,P090524,Person,2022-11-21,2023-01-29,43300,USD,Export Fee,Cancelled
INV0000809,P047783,Person,P094351,Person,2022-04-24,2022-05-20,3200,ETB,Training,Paid
INV0000810,P055817,Person,P098847,Person,2025-08-02,2025-10-05,188702,ETB,Maintenance,Overdue
INV0000811,P007900,Person,P096943,Person,2022-08-09,2022-08-29,21733,ETB,Export Fee,Pending
INV0000812,P092416,Person,P032679,Person,2024-04-18,2024-05-28,8948,ETB,Training,Paid
INV0000813,P089923,Person,P018647,Person,2022-08-13,2022-10-01,1806,ETB,Logistics,Cancelled
INV0000814,P049267,Person,P046329,Person,2025-06-05,2025-07-04,18167,ETB,Professional Services,Paid
INV0000815,C09470,Company,C04531,Company,2023-04-21,2023-07-13,141042,ETB,Export Fee,Paid
INV0000816,P077582,Person,P002634,Person,2023-11-28,2024-01-21,9287,ETB,Professional Services,Paid
INV0000817,P081884,Person,P074570,Person,2023-10-05,2023-11-23,8084,ETB,Training,Paid
INV0000818,P043017,Person,P036837,Person,2023-06-17,2023-09-13,946415,EUR,Equipment Supply,Paid
INV0000819,P079014,Person,P006217,Person,2025-02-05,2025-05-05,5542,ETB,Equipment Supply,Paid
INV0000820,P087683,Person,C01171,Company,2022-03-20,2022-06-11,263879,USD,Export Fee,Pending
INV0000821,C09345,Company,P093209,Person,2024-04-23,2024-07-16,38817,ETB,Maintenance,Pending
INV0000822,C08339,Company,P008609,Person,2024-04-01,2024-06-29,4631,ETB,Training,Paid
INV0000823,P075832,Person,P074666,Person,2022-09-15,2022-11-24,3688,ETB,Software Development,Overdue
INV0000824,P035525,Person,P058672,Person,2023-12-19,2024-03-10,14989,ETB,Training,Paid
INV0000825,C01932,Company,P032596,Person,2024-10-19,2024-10-28,5339,ETB,Professional Services,Paid
INV0000826,P094552,Person,P049050,Person,2022-12-05,2022-12-15,46252,ETB,Consulting,Pending
