relationship_id,source_type,source_id,relationship_type,target_type,target_id,start_time,end_time,confidence
REL0000516,Account,ACC0142360,employer_employee,Account,ACC0135966,2024-02-19T02:18:30.069309,,0.591
REL0000517,Account,ACC0066755,counterpart,Person,P092058,2023-07-03T07:40:15.891852,,0.762
REL0000518,Account,ACC0090438,business_partner,Account,ACC0148974,2022-12-16T17:10:57.499663,,0.8049
REL0000519,Account,ACC0137160,guarantor,Account,ACC0055856,2023-09-22T08:47:13.496281,,0.9362
REL0000520,Person,P048049,supplier_customer,Account,ACC0111040,2023-06-05T10:16:43.591003,,0.8912
REL0000521,Account,ACC0052485,employer_employee,Person,P094302,2023-02-26T02:53:26.028827,,0.4285
REL0000522,Account,ACC0010134,counterpart,Account,ACC0058573,2024-02-13T22:00:58.995770,2024-05-17T21:21:08.617452,0.4452
REL0000523,Company,C01533,shared_address,Person,P006717,2022-06-02T12:09:15.285445,,0.3896
REL0000524,Account,ACC0140198,employer_employee,Company,C06111,2025-02-13T00:06:57.397993,,0.7
REL0000525,Account,ACC0076012,supplier_customer,Person,P006615,2023-10-18T19:43:23.871819,,0.3441
REL0000526,Account,ACC0082002,counterpart,Account,ACC0016016,2022-12-17T11:50:42.768669,,0.7583
REL0000527,Account,ACC0007054,shared_address,Person,P063037,2022-06-10T18:37:59.858163,,0.611
REL0000528,Person,P088252,family,Person,P084539,2023-10-19T10:00:09.260468,,0.6453
REL0000529,Account,ACC0126982,family,Person,P044445,2022-01-20T14:27:36.321297,2023-12-21T10:01:09.239596,0.9408
REL0000530,Account,ACC0017350,family,Account,ACC0129355,2025-11-05T22:41:38.775906,,0.5542
REL0000531,Account,ACC0124429,shared_address,Person,P032756,2024-10-18T02:58:19.794981,,0.9273
REL0000532,Account,ACC0109534,employer_employee,Account,ACC0112551,2023-10-09T11:53:41.934368,,0.9184
REL0000533,Account,ACC0071441,shared_device,Account,ACC0022287,2023-06-19T09:49:44.391878,,0.5613
REL0000534,Account,ACC0089641,business_partner,Person,P007878,2024-07-19T01:15:12.098555,,0.5112
REL0000535,Person,P075638,business_partner,Account,ACC0074550,2022-03-25T00:15:33.734519,,0.5611
REL0000536,Account,ACC0139876,joint_account,Account,ACC0010764,2024-06-19T02:23:00.774981,,0.77
REL0000537,Person,P098936,business_partner,Person,P001903,2022-11-11T19:52:45.758171,2024-04-29T13:40:28.389373,0.3484
REL0000538,Person,P052717,family,Person,P012065,2025-09-09T01:03:30.499793,,0.5206
REL0000539,Account,ACC0040233,business_partner,Account,ACC0035416,2025-01-21T22:58:38.892496,,0.8192
REL0000540,Person,P052131,joint_account,Person,P037425,2022-08-19T17:10:39.839057,,0.3683
REL0000541,Account,ACC0080230,shared_address,Account,ACC0001776,2024-01-21T23:00:58.293869,,0.4747
REL0000542,Person,P049678,family,Account,ACC0129564,2022-03-06T17:16:09.312581,,0.6625
REL0000543,Account,ACC0126778,supplier_customer,Account,ACC0045299,2025-07-23T16:48:05.998383,,0.5541
REL0000544,Account,ACC0018229,counterpart,Person,P071282,2025-09-24T10:47:43.919912,,0.6122
REL0000545,Person,P017615,family,Account,ACC0126056,2025-11-29T05:02:15.663764,,0.4116
REL0000546,Person,P052686,employer_employee,Account,ACC0015717,2024-08-09T06:16:01.529891,,0.421
REL0000547,Person,P086226,supplier_customer,Company,C06614,2025-06-08T02:13:36.576237,,0.9493
REL0000548,Account,ACC0001109,family,Account,ACC0067427,2025-07-10T02:03:25.402309,,0.654
REL0000549,Person,P006523,shared_address,Account,ACC0134033,2022-10-02T06:40:19.299812,2023-09-21T06:46:49.085099,0.4322
REL0000550,Account,ACC0035487,supplier_customer,Person,P022738,2023-07-29T09:04:21.423306,,0.6266
REL0000551,Account,ACC0147992,business_partner,Account,ACC0024657,2022-06-25T08:01:25.036775,,0.6292
REL0000552,Person,P067246,shared_device,Person,P046663,2025-08-10T17:43:30.407974,,0.6214
REL0000553,Person,P072486,counterpart,Account,ACC0123629,2024-10-04T22:20:12.136755,,0.4625
REL0000554,Person,P049625,shared_device,Account,ACC0070550,2023-10-01T15:12:43.119118,2025-03-12T09:41:21.044392,0.6152
REL0000555,Person,P088549,business_partner,Account,ACC0003371,2023-12-14T06:56:05.984450,,0.5747
REL0000556,Person,P082228,referral,Person,P071419,2025-04-21T14:41:52.183426,,0.6602
REL0000557,Person,P046250,family,Account,ACC0115930,2025-04-18T00:37:04.070864,2025-07-07T15:54:45.566659,0.9863
REL0000558,Account,ACC0070254,family,Account,ACC0106265,2024-12-02T09:31:45.702192,,0.7819
REL0000559,Company,C09804,shared_address,Account,ACC0106044,2022-11-07T11:09:10.189545,,0.4912
REL0000560,Person,P030665,supplier_customer,Account,ACC0021879,2024-01-14T07:32:30.537487,,0.3521
REL0000561,Person,P037993,family,Account,ACC0116739,2024-02-25T20:13:45.569076,,0.8542
REL0000562,Account,ACC0094475,guarantor,Account,ACC0088416,2025-10-25T10:36:29.059382,,0.8891
REL0000563,Account,ACC0077393,supplier_customer,Account,ACC0136502,2025-03-12T22:02:11.356413,,0.7457
REL0000564,Account,ACC0127342,guarantor,Account,ACC0062930,2024-04-29T07:30:59.604883,,0.9066
REL0000565,Account,ACC0085531,family,Account,ACC0019986,2023-03-04T06:05:14.733588,,0.7829
REL0000566,Person,P092148,shared_address,Account,ACC0063586,2023-10-12T20:53:21.660432,,0.9226
REL0000567,Account,ACC0108731,joint_account,Account,ACC0026212,2022-05-22T15:34:24.495858,,0.8258
REL0000568,Company,C02271,family,Account,ACC0025763,2022-05-20T23:06:47.052359,,0.9249
REL0000569,Person,P092583,joint_account,Person,P079287,2025-09-29T14:07:32.722558,2025-11-12T02:47:15.723476,0.4431
REL0000570,Person,P054438,supplier_customer,Person,P055389,2022-12-05T16:04:39.266520,,0.5521
REL0000571,Person,P097058,counterpart,Person,P046591,2022-12-26T14:03:50.908668,,0.9901
REL0000572,Person,P006493,referral,Account,ACC0080187,2025-02-20T19:43:42.053502,,0.441
REL0000573,Account,ACC0110709,shared_device,Account,ACC0145661,2024-04-02T06:01:55.180072,2025-08-09T12:21:34.052716,0.3197
REL0000574,Person,P009704,employer_employee,Person,P037569,2025-03-16T11:37:10.413867,,0.6208
REL0000575,Person,P091987,counterpart,Account,ACC0079646,2023-03-06T14:32:47.037182,,0.6798
REL0000576,Account,ACC0086519,counterpart,Account,ACC0070083,2025-11-25T21:25:59.536281,,0.4971
REL0000577,Person,P091621,family,Account,ACC0105385,2024-08-01T07:53:19.057977,,0.4897
REL0000578,Person,P050774,family,Account,ACC0100123,2022-01-19T12:37:08.537968,,0.6994
REL0000579,Account,ACC0035994,joint_account,Company,C07287,2023-10-23T10:34:32.026331,2025-06-06T01:20:51.859373,0.9584
REL0000580,Person,P004202,counterpart,Account,ACC0110604,2025-12-12T06:10:42.945752,,0.7521
REL0000581,Person,P077411,shared_device,Account,ACC0097635,2022-08-19T10:52:45.744555,2025-02-04T09:32:47.109097,0.3759
REL0000582,Company,C08571,shared_device,Person,P025049,2024-07-10T15:08:20.972124,,0.9103
REL0000583,Account,ACC0087850,shared_device,Account,ACC0060309,2022-08-13T05:26:56.185605,,0.3571
REL0000584,Person,P072069,employer_employee,Account,ACC0091291,2022-07-23T16:40:53.271759,,0.325
REL0000585,Person,P002325,counterpart,Account,ACC0070503,2024-06-01T03:17:33.134794,,0.6193
REL0000586,Account,ACC0095683,business_partner,Account,ACC0059613,2025-11-22T20:35:55.526701,,0.3644
REL0000587,Account,ACC0036745,counterpart,Person,P065089,2024-06-23T10:55:29.732355,,0.5782
REL0000588,Person,P038923,counterpart,Account,ACC0019576,2022-10-27T00:45:58.964701,,0.4703
REL0000589,Person,P044375,employer_employee,Account,ACC0017280,2025-09-29T06:54:35.241233,,0.945
REL0000590,Person,P015870,business_partner,Person,P091177,2025-02-25T19:03:12.490301,,0.5293
REL0000591,Person,P055551,referral,Company,C03563,2025-03-28T21:43:16.469408,,0.5581
REL0000592,Account,ACC0136062,joint_account,Account,ACC0136736,2025-03-14T04:09:50.171289,2025-04-25T14:44:56.535305,0.9322
REL0000593,Account,ACC0124741,shared_address,Account,ACC0144111,2023-05-08T07:01:58.014492,,0.9535
REL0000594,Account,ACC0038131,counterpart,Person,P037857,2024-12-08T19:18:29.138266,2024-12-19T13:04:54.280553,0.8194
REL0000595,Account,ACC0004949,joint_account,Account,ACC0148482,2024-05-30T00:41:30.078192,,0.5391
REL0000596,Person,P055355,supplier_customer,Account,ACC0086660,2023-05-27T21:15:52.847400,,0.7347
REL0000597,Account,ACC0018169,business_partner,Account,ACC0106592,2025-03-21T23:02:47.839531,2025-04-04T05:04:34.124705,0.516
REL0000598,Account,ACC0145233,counterpart,Account,ACC0111934,2023-05-23T08:02:00.766037,,0.834
REL0000599,Account,ACC0007321,business_partner,Account,ACC0061894,2022-06-23T20:39:44.839224,,0.3346
REL0000600,Account,ACC0042350,family,Account,ACC0088707,2022-06-16T15:39:25.353215,,0.6011
REL0000601,Account,ACC0060376,shared_address,Person,P012639,2025-08-08T08:57:16.741946,,0.5167
REL0000602,Account,ACC0003646,family,Person,P042500,2023-06-10T13:37:18.733595,,0.3062
REL0000603,Account,ACC0141610,supplier_customer,Person,P065926,2022-05-29T23:25:19.581747,,0.4271
REL0000604,Account,ACC0138869,business_partner,Account,ACC0120427,2023-01-17T17:45:24.258306,,0.8189
REL0000605,Person,P059795,guarantor,Person,P002116,2023-04-26T06:56:02.754769,,0.3157
REL0000606,Account,ACC0054277,supplier_customer,Account,ACC0085779,2024-04-16T20:22:33.013522,,0.5776
REL0000607,Person,P070790,family,Person,P036870,2022-06-17T06:10:39.275352,,0.6536
REL0000608,Account,ACC0145490,business_partner,Account,ACC0077357,2024-02-16T17:08:40.234613,,0.623
REL0000609,Person,P052295,family,Account,ACC0079318,2024-04-27T19:18:41.288487,,0.8016
REL0000610,Account,ACC0133606,employer_employee,Person,P032503,2024-01-26T09:04:39.897356,,0.9587
REL0000611,Account,ACC0043762,supplier_customer,Account,ACC0078065,2025-01-04T11:11:37.903239,,0.3524
REL0000612,Person,P086060,employer_employee,Account,ACC0009754,2025-11-29T14:42:28.576508,,0.7353
REL0000613,Account,ACC0139584,joint_account,Account,ACC0114521,2022-08-19T08:31:41.660173,,0.5801
REL0000614,Person,P091208,joint_account,Company,C02315,2024-05-14T21:20:57.500486,,0.5516
REL0000615,Account,ACC0144394,shared_address,Account,ACC0132401,2022-09-14T00:32:38.784814,,0.4973
REL0000616,Person,P021574,counterpart,Account,ACC0029309,2022-05-16T18:49:46.067972,2024-01-15T15:12:24.793792,0.6591
REL0000617,Account,ACC0127555,referral,Person,P078669,2022-10-16T11:40:28.399302,2025-05-06T06:26:30.273021,0.4077
REL0000618,Account,ACC0090821,shared_device,Account,ACC0134826,2025-05-25T05:40:22.013012,,0.3851
REL0000619,Account,ACC0100330,shared_device,Account,ACC0082511,2025-11-09T02:07:42.767771,,0.4185
REL0000620,Account,ACC0015823,employer_employee,Account,ACC0089161,2025-04-08T23:20:33.480257,2025-10-19T11:31:14.917367,0.6059
REL0000621,Account,ACC0137950,supplier_customer,Account,ACC0122258,2024-02-10T16:08:35.300681,2025-10-29T09:00:51.183461,0.931
REL0000622,Person,P076982,employer_employee,Person,P026094,2022-12-16T11:13:56.128413,,0.6637
REL0000623,Person,P089739,business_partner,Account,ACC0103110,2023-10-18T08:18:25.689526,,0.8434
REL0000624,Account,ACC0062589,family,Person,P072113,2022-12-13T23:36:26.930505,,0.7738
REL0000625,Account,ACC0143464,joint_account,Person,P076191,2025-06-27T11:40:51.719118,,0.6395
REL0000626,Person,P014352,shared_device,Account,ACC0005549,2024-08-08T10:14:50.220310,2024-12-23T14:52:54.474426,0.456
REL0000627,Person,P014793,supplier_customer,Person,P077665,2022-05-27T22:18:57.935029,,0.5396
REL0000628,Account,ACC0099283,employer_employee,Person,P013737,2023-09-15T21:13:19.011399,2024-02-10T11:51:03.660368,0.6854
REL0000629,Account,ACC0136455,employer_employee,Account,ACC0022763,2022-02-28T20:38:18.417326,,0.4749
REL0000630,Account,ACC0073289,counterpart,Account,ACC0140189,2023-01-03T14:36:21.409722,2024-10-24T07:03:16.458321,0.9062
REL0000631,Account,ACC0125388,shared_device,Person,P061805,2023-10-02T10:45:42.663445,,0.4883
REL0000632,Account,ACC0053160,guarantor,Person,P005862,2023-06-26T12:42:54.059916,,0.5606
REL0000633,Account,ACC0144260,counterpart,Person,P024313,2022-11-28T13:39:03.114617,,0.3097
REL0000634,Account,ACC0139920,family,Account,ACC0073169,2025-03-17T07:03:10.191985,,0.4398
REL0000635,Person,P063242,employer_employee,Account,ACC0146676,2023-06-25T11:48:11.497087,2023-09-22T21:00:01.133352,0.7188
REL0000636,Account,ACC0131579,shared_device,Person,P069459,2023-04-17T14:51:59.729484,,0.8851
REL0000637,Account,ACC0060371,business_partner,Account,ACC0017742,2022-09-08T14:31:47.206293,2023-04-10T18:10:37.684911,0.9005
REL0000638,Account,ACC0129315,employer_employee,Person,P008779,2022-05-09T15:11:58.650267,,0.4119
REL0000639,Person,P052026,supplier_customer,Person,P027876,2024-08-05T07:42:06.580470,2025-07-26T21:21:15.183493,0.9975
REL0000640,Person,P031933,family,Account,ACC0096259,2023-01-10T09:48:33.199442,,0.6317
REL0000641,Person,P079304,employer_employee,Person,P087254,2024-06-07T13:14:13.371315,2025-09-28T01:37:12.007164,0.6059
REL0000642,Person,P071954,shared_address,Account,ACC0015573,2024-04-26T21:25:08.751474,,0.6364
REL0000643,Account,ACC0093592,shared_device,Account,ACC0031997,2025-12-13T17:53:01.075906,,0.6747
REL0000644,Person,P058327,family,Account,ACC0061577,2023-10-25T13:15:38.250061,,0.6801
REL0000645,Person,P053206,shared_device,Account,ACC0042325,2025-11-07T14:57:11.348059,,0.5629
REL0000646,Company,C05093,family,Account,ACC0025538,2024-08-12T06:09:09.909508,,0.7146
REL0000647,Account,ACC0144332,business_partner,Company,C07407,2023-04-15T20:33:44.110168,,0.9547
REL0000648,Account,ACC0019724,shared_address,Account,ACC0129655,2024-09-08T18:25:22.290719,,0.3025
REL0000649,Person,P033192,business_partner,Person,P025114,2024-01-20T19:20:29.139667,,0.8628
REL0000650,Person,P086217,joint_account,Person,P025867,2025-09-08T23:57:38.310039,,0.5601
REL0000651,Account,ACC0141976,joint_account,Account,ACC0093588,2025-02-18T19:33:33.746980,2025-11-12T02:32:02.373459,0.7855
REL0000652,Person,P009095,referral,Person,P062575,2024-02-16T16:21:49.130789,,0.8385
REL0000653,Person,P068292,family,Account,ACC0078208,2022-11-21T14:23:56.224894,,0.4187
REL0000654,Person,P014505,shared_address,Account,ACC0099960,2023-09-17T14:35:04.073218,,0.9187
REL0000655,Account,ACC0051937,business_partner,Account,ACC0073634,2024-05-17T20:01:28.142436,2025-11-02T20:21:40.035356,0.576
REL0000656,Account,ACC0113399,family,Account,ACC0080797,2024-10-28T13:08:50.090768,2025-10-23T16:33:27.427291,0.8009
REL0000657,Person,P071511,employer_employee,Person,P063434,2023-06-12T02:25:57.805504,2024-09-18T19:33:13.600510,0.5285
REL0000658,Person,P075447,shared_device,Person,P013042,2022-04-20T09:27:30.549616,,0.861
REL0000659,Account,ACC0086642,shared_address,Account,ACC0111678,2024-04-12T22:12:51.992334,,0.4349
REL0000660,Person,P087878,joint_account,Account,ACC0031227,2024-12-23T04:17:26.970608,2025-04-07T22:26:53.959918,0.4875
REL0000661,Person,P033319,supplier_customer,Person,P020055,2025-11-06T06:06:15.998487,,0.8178
REL0000662,Person,P038222,shared_device,Account,ACC0127929,2024-01-16T05:12:57.642626,,0.4882
REL0000663,Person,P028978,counterpart,Account,ACC0054835,2023-12-26T04:24:44.808568,,0.5885
REL0000664,Person,P039125,shared_address,Account,ACC0013890,2025-02-15T11:28:44.942130,,0.6515
REL0000665,Account,ACC0121847,business_partner,Person,P008448,2024-03-24T21:38:31.195966,,0.8047
REL0000666,Person,P037903,employer_employee,Account,ACC0089444,2025-04-30T13:23:00.822783,,0.5106
REL0000667,Person,P070049,counterpart,Person,P057908,2022-05-06T10:53:32.796800,2025-11-08T02:53:22.451506,0.3445
REL0000668,Account,ACC0112066,supplier_customer,Person,P096995,2022-01-08T03:24:38.987776,,0.4735
REL0000669,Account,ACC0134257,shared_device,Person,P002926,2022-12-13T14:18:07.181137,,0.4855
REL0000670,Account,ACC0059636,joint_account,Account,ACC0062913,2025-05-17T21:23:32.330754,2025-10-15T04:34:13.857085,0.3786
REL0000671,Person,P099811,business_partner,Account,ACC0009961,2024-06-20T14:43:02.205124,,0.8046
REL0000672,Account,ACC0140563,employer_employee,Account,ACC0084319,2022-09-22T10:17:48.819504,,0.8961
REL0000673,Account,ACC0105927,counterpart,Account,ACC0103601,2025-08-25T17:26:56.494618,,0.685
REL0000674,Account,ACC0031458,shared_device,Account,ACC0121972,2022-11-07T19:40:56.265422,,0.6899
REL0000675,Account,ACC0098341,shared_device,Account,ACC0131224,2024-07-01T09:46:40.657344,2024-12-13T13:42:41.593894,0.7865
REL0000676,Person,P095308,shared_address,Account,ACC0098633,2024-10-10T05:44:59.485148,,0.8997
REL0000677,Person,P010049,guarantor,Account,ACC0146160,2022-08-09T11:18:26.639298,,0.4912
REL0000678,Account,ACC0120209,counterpart,Person,P063003,2022-01-05T21:10:17.912487,,0.7028
REL0000679,Person,P098071,shared_device,Person,P069442,2024-05-28T11:46:07.435456,,0.7989
REL0000680,Person,P087694,guarantor,Account,ACC0117262,2023-08-21T13:13:25.566260,,0.5527
REL0000681,Person,P060793,business_partner,Person,P066318,2022-03-05T17:10:08.314732,,0.63
REL0000682,Account,ACC0129508,business_partner,Person,P039893,2025-12-09T15:18:26.316054,,0.3685
REL0000683,Company,C07689,family,Person,P032117,2023-11-07T15:03:28.492070,,0.7097
REL0000684,Account,ACC0039534,supplier_customer,Account,ACC0111604,2024-06-04T02:01:37.011339,,0.9388
REL0000685,Account,ACC0002664,family,Account,ACC0018710,2023-06-04T04:15:46.963975,,0.4103
REL0000686,Account,ACC0124156,supplier_customer,Company,C00893,2023-10-09T13:06:40.699751,,0.928
REL0000687,Account,ACC0065892,counterpart,Account,ACC0046859,2024-10-09T12:12:41.523436,,0.7418
REL0000688,Account,ACC0043402,employer_employee,Account,ACC0112350,2023-04-15T00:31:26.767687,,0.9763
REL0000689,Account,ACC0127796,shared_device,Account,ACC0002104,2023-01-27T08:47:37.786870,,0.9653
REL0000690,Account,ACC0033186,counterpart,Person,P097366,2022-05-01T10:22:03.702489,,0.4356
REL0000691,Person,P062839,business_partner,Account,ACC0000057,2024-02-15T07:41:50.048185,2024-09-15T03:14:46.446493,0.4725
REL0000692,Account,ACC0120751,shared_device,Person,P083410,2022-10-28T08:32:32.413223,,0.4276
REL0000693,Person,P006913,family,Account,ACC0118340,2023-01-21T05:53:19.371008,,0.6936
REL0000694,Person,P059422,guarantor,Account,ACC0025140,2023-06-27T18:06:53.957319,2024-07-16T22:20:16.894057,0.4162
REL0000695,Account,ACC0086417,employer_employee,Company,C06599,2022-01-05T21:37:39.789080,2022-12-04T18:56:26.845798,0.7341
REL0000696,Person,P083716,business_partner,Account,ACC0104606,2022-04-12T03:44:39.018902,2023-12-08T13:54:58.679577,0.6502
REL0000697,Account,ACC0014472,shared_device,Account,ACC0072815,2022-07-12T20:49:16.533255,,0.3748
REL0000698,Account,ACC0014630,family,Account,ACC0018250,2023-08-03T02:38:30.852166,,0.3287
REL0000699,Account,ACC0104001,referral,Person,P033112,2023-03-10T19:11:06.055850,,0.6941
REL0000700,Account,ACC0130823,supplier_customer,Account,ACC0056206,2024-12-13T21:08:50.038359,,0.9656
REL0000701,Account,ACC0079666,shared_address,Person,P043838,2024-02-16T11:21:39.652084,,0.336
REL0000702,Person,P062711,employer_employee,Account,ACC0101931,2024-12-27T15:49:11.266324,,0.3683
REL0000703,Account,ACC0068047,counterpart,Person,P098486,2024-04-02T03:29:51.595626,,0.4073
REL0000704,Account,ACC0057915,joint_account,Account,ACC0000612,2023-09-10T20:44:03.576745,,0.6076
REL0000705,Account,ACC0001007,employer_employee,Person,P059527,2025-02-07T15:24:44.108772,,0.4589
REL0000706,Person,P035352,guarantor,Account,ACC0049828,2023-08-09T19:23:35.257230,,0.5519
REL0000707,Person,P009359,employer_employee,Account,ACC0003348,2023-04-05T04:24:16.964529,,0.3983
REL0000708,Account,ACC0046148,counterpart,Person,P079732,2025-12-16T13:38:10.548413,,0.9093
REL0000709,Account,ACC0061907,family,Account,ACC0089757,2025-06-19T17:20:18.152449,2025-11-29T07:28:31.393413,0.567
REL0000710,Account,ACC0087102,supplier_customer,Account,ACC0014413,2022-03-21T06:37:27.445955,,0.6177
REL0000711,Account,ACC0098962,family,Account,ACC0052812,2025-09-24T13:53:01.601233,,0.5832
REL0000712,Person,P046674,guarantor,Company,C02051,2023-07-09T16:34:49.012290,2024-09-05T05:14:16.251926,0.6269
REL0000713,Person,P039134,guarantor,Account,ACC0001652,2023-09-23T11:22:53.608948,,0.8365
REL0000714,Account,ACC0022134,business_partner,Account,ACC0073361,2022-10-27T15:57:10.874747,,0.6875
REL0000715,Account,ACC0070939,referral,Account,ACC0085352,2025-01-27T22:03:22.777423,,0.5572
REL0000716,Account,ACC0013044,counterpart,Account,ACC0095392,2022-08-07T15:37:15.493668,,0.8798
REL0000717,Company,C08840,counterpart,Account,ACC0113207,2023-07-26T10:12:18.537999,2024-12-03T10:32:56.894606,0.5596
REL0000718,Account,ACC0135548,referral,Person,P096261,2024-08-22T10:39:17.008520,,0.4232
REL0000719,Account,ACC0046341,supplier_customer,Person,P011689,2025-08-05T08:55:11.353076,,0.9721
REL0000720,Account,ACC0026530,guarantor,Account,ACC0128094,2022-10-04T00:05:55.058408,,0.3385
REL0000721,Account,ACC0129686,supplier_customer,Account,ACC0015405,2023-11-25T04:50:09.051364,,0.3316
REL0000722,Account,ACC0084291,shared_address,Account,ACC0013547,2022-11-13T14:39:49.663356,,0.9009
REL0000723,Person,P058085,guarantor,Person,P039262,2022-07-21T12:56:50.224070,2025-12-20T05:01:51.469386,0.6299
REL0000724,Account,ACC0124712,shared_device,Account,ACC0021614,2022-04-24T16:56:26.739788,,0.6612
REL0000725,Account,ACC0118900,supplier_customer,Account,ACC0069137,2024-07-24T12:48:31.878858,2025-06-01T16:03:22.118197,0.6126
REL0000726,Person,P093106,shared_device,Account,ACC0044877,2025-03-20T10:15:57.428604,2025-12-14T21:16:03.832783,0.675
REL0000727,Person,P021315,business_partner,Person,P077649,2023-12-25T18:23:07.291203,2025-07-19T14:54:32.654170,0.3827
REL0000728,Account,ACC0136838,family,Account,ACC0043054,2024-09-14T00:44:11.884846,2024-11-13T02:09:06.381469,0.9657
REL0000729,Person,P041217,supplier_customer,Account,ACC0045332,2025-04-29T19:56:03.770336,,0.3697
REL0000730,Account,ACC0035602,joint_account,Account,ACC0029962,2023-10-31T16:57:13.404730,,0.6081
REL0000731,Account,ACC0139153,counterpart,Account,ACC0144780,2024-06-04T00:25:56.609479,,0.3499
REL0000732,Person,P052281,business_partner,Account,ACC0051022,2025-03-26T18:58:37.941176,2025-10-23T21:40:11.091709,0.6846
REL0000733,Account,ACC0058051,employer_employee,Person,P048226,2022-06-21T11:52:37.218774,,0.7031
REL0000734,Account,ACC0130572,business_partner,Account,ACC0118878,2025-11-30T18:09:45.941014,,0.478
REL0000735,Account,ACC0050451,business_partner,Person,P076364,2024-12-07T08:28:17.423657,,0.9065
REL0000736,Person,P059054,joint_account,Account,ACC0064292,2024-12-24T08:16:04.586339,,0.8507
REL0000737,Account,ACC0020885,shared_address,Account,ACC0143156,2024-01-21T17:02:38.903171,,0.6155
REL0000738,Person,P023303,employer_employee,Account,ACC0149389,2023-09-17T09:46:24.058933,2025-07-03T17:33:04.897823,0.9285
REL0000739,Account,ACC0089881,counterpart,Account,ACC0026349,2025-07-11T05:21:36.378021,2025-07-18T03:11:17.157303,0.7368
REL0000740,Account,ACC0068769,business_partner,Account,ACC0066490,2025-02-02T08:38:30.953873,,0.5896
REL0000741,Account,ACC0014702,joint_account,Person,P022319,2025-06-11T04:41:25.003994,2025-09-08T01:37:31.498581,0.3956
REL0000742,Account,ACC0095248,referral,Account,ACC0021230,2024-05-08T15:49:10.041364,,0.8526
REL0000743,Person,P013207,supplier_customer,Person,P033483,2024-03-23T04:12:17.884824,,0.6883
REL0000744,Account,ACC0101599,employer_employee,Account,ACC0084047,2022-05-08T11:55:00.008789,,0.582
REL0000745,Person,P018271,business_partner,Account,ACC0089966,2025-01-03T20:30:28.459691,,0.3828
REL0000746,Company,C03642,business_partner,Account,ACC0028341,2024-07-05T14:36:16.286622,,0.6846
REL0000747,Person,P080704,family,Account,ACC0046976,2023-03-18T13:13:46.401721,,0.4698
REL0000748,Person,P010570,guarantor,Account,ACC0052588,2024-05-12T17:48:14.176421,2024-08-16T04:44:38.755905,0.3147
REL0000749,Account,ACC0077056,counterpart,Account,ACC0106222,2023-11-15T19:43:41.495598,,0.3133
REL0000750,Person,P014916,counterpart,Person,P012283,2025-10-31T02:04:34.406906,,0.9412
REL0000751,Person,P001070,joint_account,Account,ACC0100900,2023-05-11T10:03:57.903789,,0.7054
REL0000752,Account,ACC0028524,family,Person,P057758,2022-06-07T01:14:36.057515,,0.4854
REL0000753,Person,P066331,joint_account,Person,P008096,2022-09-30T15:22:19.601021,2023-03-15T03:15:28.227277,0.5558
REL0000754,Account,ACC0138938,joint_account,Account,ACC0137755,2023-09-23T03:04:50.941825,,0.5867
REL0000755,Account,ACC0112768,guarantor,Account,ACC0048532,2025-06-29T16:49:26.101996,,0.3682
REL0000756,Account,ACC0082876,shared_device,Person,P080463,2025-04-04T00:27:27.828474,2025-12-17T14:16:14.479150,0.6551
REL0000757,Account,ACC0003026,business_partner,Person,P034762,2023-04-29T18:52:23.725680,,0.3247
REL0000758,Account,ACC0132270,counterpart,Account,ACC0026499,2022-06-26T03:53:58.870939,2022-12-18T02:24:47.214904,0.5346
REL0000759,Person,P054537,referral,Person,P006785,2023-02-09T01:35:28.136002,,0.5053
REL0000760,Account,ACC0019589,shared_device,Account,ACC0149946,2023-05-06T09:08:43.208918,,0.8855
REL0000761,Account,ACC0136440,family,Person,P075082,2022-04-15T09:18:47.149927,,0.8442
REL0000762,Account,ACC0062290,joint_account,Account,ACC0010603,2025-01-05T10:45:49.928484,,0.3669
REL0000763,Account,ACC0083490,counterpart,Account,ACC0142422,2024-03-07T00:10:02.664284,,0.5014
REL0000764,Person,P085035,shared_device,Account,ACC0072013,2025-09-25T06:50:34.029178,,0.6722
REL0000765,Account,ACC0047538,counterpart,Account,ACC0107896,2025-08-03T03:47:48.341825,,0.909
REL0000766,Person,P000131,shared_device,Person,P012166,2023-06-15T06:29:42.271793,,0.6885
REL0000767,Person,P075748,employer_employee,Account,ACC0118018,2024-10-13T10:29:32.817345,2025-09-06T15:19:34.688611,0.4004
REL0000768,Account,ACC0025352,shared_address,Person,P037184,2025-09-08T11:40:39.278945,,0.3885
REL0000769,Account,ACC0141526,shared_address,Person,P031632,2022-07-12T19:44:10.900041,,0.3597
REL0000770,Account,ACC0105133,counterpart,Account,ACC0103972,2022-06-10T20:47:21.208803,,0.8934
REL0000771,Account,ACC0017996,joint_account,Account,ACC0105631,2022-11-14T22:51:38.577406,,0.7242
REL0000772,Account,ACC0135510,business_partner,Person,P014978,2023-06-18T11:06:19.360482,,0.9826
REL0000773,Account,ACC0144499,supplier_customer,Person,P043247,2023-06-26T22:10:55.316215,,0.6882
REL0000774,Person,P010831,joint_account,Account,ACC0089938,2024-02-15T05:54:23.910455,,0.7234
REL0000775,Person,P026878,employer_employee,Account,ACC0063808,2023-12-04T20:04:41.787060,,0.9615
REL0000776,Account,ACC0060316,shared_device,Person,P034458,2024-08-28T14:14:29.375746,2024-09-28T14:48:47.221611,0.8356
